,Imagem,FEX-esperada,FEX-detectada,Tempo
82,2047,angry,sad,0.4970126999999138
83,2058,angry,angry,0.504136600000038
84,2077,angry,angry,0.5068782999999257
85,207,angry,angry,0.5210328999999092
86,2088,angry,angry,0.5005783999999949
87,2090,angry,fear,0.5052898999999798
88,2093,angry,angry,0.555846499999916
89,2102,angry,angry,0.4966077999999925
90,2139,angry,angry,0.5247306999999637
91,2149,angry,angry,0.5195298000001003
92,2158,angry,angry,0.555567099999962
93,2175,angry,angry,0.47309080000013637
94,2183,angry,neutral,0.5042038000001412
95,2202,angry,angry,0.5117213999999422
96,2214,angry,angry,0.4755003000000215
97,2228,angry,neutral,0.5145062999999936
98,2245,angry,disgust,0.4798557999999957
99,2246,angry,angry,0.5004300999999032
100,2260,angry,disgust,0.4859030000000075
101,2286,angry,disgust,0.4900511999999253
102,2305,angry,disgust,0.497237000000041
103,2308,angry,angry,0.4778645999999753
104,230,angry,angry,0.47676270000010845
105,2310,angry,angry,0.461623500000087
106,231,angry,angry,0.5192967000000408
107,2334,angry,sad,0.4559309999999641
108,2335,angry,neutral,0.5284894000001259
109,2336,angry,neutral,0.4799273000000994
110,2338,angry,sad,0.5016015999999581
111,2339,angry,angry,0.503267600000072
112,2342,angry,angry,0.505373999999847
113,2358,angry,neutral,0.4302857000000131
114,2359,angry,neutral,0.4835958999999548
115,2360,angry,angry,0.4973178000000189
116,2367,angry,fear,0.46249950000014906
117,2382,angry,neutral,0.4867613999999776
118,2386,angry,angry,0.5084099000000606
119,2389,angry,angry,0.4983103000001847
120,2402,angry,surprise,0.46815380000020923
121,2408,angry,angry,0.5762403999999606
122,2421,angry,angry,0.48291010000002643
123,2429,angry,angry,0.5007070000001477
124,242,angry,angry,0.4919855999999072
125,2435,angry,angry,0.4872881999999663
126,2438,angry,neutral,0.4975533000001633
127,243,angry,angry,0.4869851999999355
128,2442,angry,disgust,0.46986809999998513
129,2451,angry,angry,0.47305409999989934
130,2495,angry,angry,0.5106869999999617
131,2499,angry,angry,0.4527413999999226
132,2509,angry,angry,0.5510225000000446
133,2516,angry,angry,0.5174343999999564
134,2533,angry,neutral,0.4537103999998635
135,2537,angry,angry,0.5259542000001147
136,2540,angry,angry,0.49957820000008724
137,2549,angry,angry,0.5088327999999365
138,2555,angry,angry,0.4497949999999946
139,2560,angry,sad,0.4822983999999906
140,2570,angry,angry,0.49559469999985595
141,2585,angry,angry,0.5333252000000357
142,2591,angry,angry,0.47039089999998396
143,2592,angry,disgust,0.5694020999999339
144,2593,angry,angry,0.4676118000002134
145,2600,angry,angry,0.484608900000012
146,2605,angry,surprise,0.4788464999999178
147,2608,angry,disgust,0.5001194999999825
148,2610,angry,angry,0.5193346999999449
149,2612,angry,angry,0.4960094000000481
150,2617,angry,angry,0.48538790000020526
151,2618,angry,angry,0.4492983000000095
152,2620,angry,angry,0.5192578999999569
153,2624,angry,angry,0.5024204999999711
154,2631,angry,angry,0.49772460000008323
155,2639,angry,angry,0.48922280000033425
156,2670,angry,fear,0.49288360000036846
157,2679,angry,neutral,0.5260794000000715
158,2707,angry,sad,0.539657900000293
159,270,angry,neutral,0.48352459999978237
160,2731,angry,angry,0.5278222000001733
161,2737,angry,angry,0.4507282999998097
162,273,angry,angry,0.49875169999995705
163,2750,angry,angry,0.46577839999963544
164,2759,angry,angry,0.5189492999998038
165,2762,angry,angry,0.4502607999997963
166,2768,angry,angry,0.50396580000006
167,2777,angry,disgust,0.4927204000000529
168,2785,angry,angry,0.4876278000001548
169,278,angry,sad,0.4701288999999633
170,2792,angry,neutral,0.508542099999886
171,2797,angry,neutral,0.4655635000003713
172,281,angry,angry,0.4872777999999016
173,2823,angry,angry,0.44963079999979527
174,2825,angry,neutral,0.5908813999999438
175,2830,angry,angry,0.4391432000002169
176,2861,angry,fear,0.4990106000000196
177,2884,angry,angry,0.5524659999996402
178,2888,angry,sad,0.5005738999998357
179,2889,angry,angry,0.48901389999991807
180,2892,angry,neutral,0.46246830000018235
181,2893,angry,disgust,0.48678960000006555
182,2894,angry,angry,0.46690429999989647
183,2915,angry,sad,0.48186989999976504
184,2916,angry,angry,0.483413400000245
185,2966,angry,surprise,0.4652499999997417
186,2976,angry,angry,0.46399339999970834
187,2999,angry,neutral,0.4991138000000319
188,3002,angry,surprise,0.492608300000029
189,3022,angry,angry,0.4943858999999975
190,3024,angry,neutral,0.472153800000342
191,3035,angry,angry,0.5144599999998718
192,3040,angry,neutral,0.5357487999999648
193,3044,angry,sad,0.48662240000021484
194,304,angry,angry,0.5268590000000586
195,3059,angry,sad,0.46976749999976164
196,3064,angry,angry,0.4955651999998736
197,3091,angry,angry,0.47467809999989186
198,3092,angry,angry,0.5171749000001
199,3093,angry,angry,0.531326700000136
200,3096,angry,sad,0.5050223999996888
201,3107,angry,angry,0.5171162999999979
202,3111,angry,happy,0.49457540000003064
203,3122,angry,angry,0.46371339999996053
204,3138,angry,angry,0.5366474999996171
205,3152,angry,angry,0.46379369999976916
206,3162,angry,angry,0.4515574000001834
207,3177,angry,angry,0.4911360999999488
208,317,angry,angry,0.4776738000000478
209,3186,angry,angry,0.4810145999999804
210,3191,angry,angry,0.5143634999999449
211,3192,angry,neutral,0.5307122999997773
212,3194,angry,angry,0.5151487999996789
213,3198,angry,angry,0.46287640000036845
214,3213,angry,angry,0.4796564000002945
215,3215,angry,neutral,0.4662473000003047
216,3229,angry,angry,0.4829638999999588
217,3245,angry,disgust,0.454465600000276
218,3246,angry,angry,0.5464814000001752
219,3260,angry,sad,0.4537897000000157
220,3269,angry,angry,0.4832747999998901
221,3279,angry,neutral,0.5131332999999358
222,3296,angry,sad,0.47592030000032537
223,3305,angry,angry,0.544923800000106
224,3307,angry,angry,0.47044610000011744
225,3318,angry,angry,0.49043780000010884
226,3324,angry,surprise,0.44404690000010305
227,332,angry,surprise,0.4811787000003278
228,3330,angry,angry,0.44614839999985634
229,3339,angry,neutral,0.5331351999998333
230,3349,angry,happy,0.4736339000000953
231,3353,angry,angry,0.4842733999998927
232,3359,angry,angry,0.5290709999999308
233,336,angry,angry,0.4809432000001834
234,3381,angry,sad,0.5014287000003605
235,3384,angry,disgust,0.499291600000106
236,3395,angry,angry,0.4722725999999966
237,3401,angry,neutral,0.5492807000000539
238,3405,angry,angry,0.4729016999999658
239,3406,angry,angry,0.5068763999997827
240,3416,angry,sad,0.4468925000001036
241,3417,angry,angry,0.5409325999999055
242,3421,angry,angry,0.45253550000006726
243,3424,angry,angry,0.5070080999998936
244,3426,angry,neutral,0.48967120000042996
245,3429,angry,angry,0.46459020000020246
246,3433,angry,angry,0.47723550000000614
247,3451,angry,disgust,0.45596470000009504
248,3461,angry,angry,0.486167199999727
249,3465,angry,surprise,0.4648904999999104
250,3471,angry,angry,0.5149065999999038
251,3479,angry,angry,0.47251600000026883
252,3487,angry,angry,0.49126750000004904
253,3496,angry,surprise,0.4450050000000374
254,3499,angry,neutral,0.4760363000000325
255,3504,angry,sad,0.48867710000013176
256,3507,angry,disgust,0.47730579999961265
257,3522,angry,angry,0.523610600000211
258,3523,angry,neutral,0.5615164999999251
259,3530,angry,angry,0.49995179999996253
260,3531,angry,angry,0.4691581999995833
261,3533,angry,disgust,0.4822889000001851
262,3537,angry,fear,0.47343080000018745
263,3547,angry,surprise,0.5806117000001905
264,3558,angry,angry,0.5078103000000738
265,3562,angry,angry,0.5030219999998735
266,356,angry,neutral,0.49472229999992123
267,3591,angry,sad,0.44050319999996645
268,3607,angry,sad,0.5155248999999458
269,3618,angry,neutral,0.5116164999999455
270,3629,angry,angry,0.49610630000006495
271,3633,angry,sad,0.5332930999998098
272,3634,angry,neutral,0.5190751999998611
273,3635,angry,angry,0.545564000000013
274,3646,angry,angry,0.5245998999998847
275,3648,angry,angry,0.4951535000000149
276,3657,angry,angry,0.47147039999981644
277,367,angry,angry,0.47365579999996044
278,3709,angry,angry,0.46725389999983236
279,3732,angry,angry,0.5153298999998697
280,3738,angry,angry,0.5291505999998662
281,3753,angry,angry,0.5160258999999314
282,3757,angry,angry,0.4838046999998369
283,3765,angry,angry,0.5233123000002706
284,3792,angry,angry,0.5528645999997934
285,3805,angry,neutral,0.5055238999998437
286,380,angry,angry,0.5038411000000451
287,3811,angry,angry,0.5321752999998353
288,3813,angry,sad,0.5247927999998865
289,3818,angry,angry,0.49862789999997403
290,3821,angry,angry,0.5045241999996506
291,3825,angry,angry,0.4973709000000781
292,3830,angry,angry,0.44957350000004226
293,3833,angry,angry,0.4943324000000757
294,383,angry,angry,0.5058696000000964
295,3847,angry,angry,0.48062990000016725
296,3858,angry,angry,0.46783110000023953
297,386,angry,disgust,0.4787544999999227
298,3871,angry,angry,0.5082497999997031
299,3880,angry,neutral,0.5488972999996804
300,3882,angry,fear,0.559907899999871
301,3885,angry,angry,0.4960878000001685
302,3890,angry,angry,0.4845665000002555
303,3904,angry,neutral,0.5210982999997213
304,3913,angry,fear,0.4483531999999286
305,3926,angry,angry,0.4510172000000239
306,3930,angry,neutral,0.5187540000001718
307,3934,angry,angry,0.5004615999996531
308,3953,angry,angry,0.5116821999999956
309,3955,angry,neutral,0.4431051999999909
310,3986,angry,sad,0.49277370000027076
311,3991,angry,angry,0.4593623999999181
312,4007,angry,neutral,0.5107524000000012
313,4014,angry,angry,0.45880480000005264
314,4015,angry,disgust,0.4815449000002445
315,4028,angry,angry,0.45888579999973445
316,4029,angry,angry,0.517326900000171
317,4033,angry,sad,0.4985876000000644
318,4058,angry,angry,0.47525420000010854
319,4067,angry,disgust,0.5432200999998713
320,4072,angry,angry,0.5117082000001574
321,407,angry,sad,0.469998200000191
322,4081,angry,neutral,0.46644579999974667
323,4099,angry,angry,0.49691619999975956
324,4100,angry,angry,0.48224660000005315
325,4115,angry,angry,0.45577510000020993
326,4122,angry,angry,0.473759500000142
327,4127,angry,angry,0.49824390000003405
328,412,angry,angry,0.4625126000000819
329,4142,angry,angry,0.4683906999998726
330,415,angry,angry,0.4999140999998417
331,4164,angry,angry,0.48430690000031973
332,4171,angry,angry,0.5165495000001101
333,4180,angry,angry,0.4859209000001101
334,4209,angry,disgust,0.4544082000002163
335,4211,angry,neutral,0.49203469999974914
336,4214,angry,neutral,0.472441500000059
337,4218,angry,neutral,0.4588229000000865
338,4229,angry,neutral,0.48108700000011595
339,4237,angry,angry,0.5763773999997284
340,423,angry,disgust,0.46286589999999705
341,4243,angry,angry,0.48488449999968
342,4264,angry,angry,0.5220788999999968
343,4270,angry,angry,0.47089350000032937
344,4275,angry,angry,0.4824769000001652
345,4282,angry,angry,0.49688049999986106
346,4285,angry,angry,0.4553458000000319
347,4289,angry,angry,0.505840199999966
348,4291,angry,happy,0.45863740000004327
349,4297,angry,angry,0.5319853000000876
350,4302,angry,neutral,0.4888817000000927
351,4380,angry,happy,0.5038531000000148
352,4381,angry,angry,0.48527599999988524
353,4396,angry,angry,0.5271766999999272
354,4399,angry,angry,0.4607022999998662
355,4402,angry,disgust,0.46761910000032003
356,4403,angry,neutral,0.45854499999995824
357,4405,angry,angry,0.5161637999999584
358,4415,angry,angry,0.4774720000000343
359,4420,angry,neutral,0.5637292999999772
360,4422,angry,disgust,0.43969220000008136
361,4429,angry,angry,0.49732070000027306
362,4432,angry,angry,0.46508910000011383
363,4482,angry,neutral,0.45562180000024455
364,4486,angry,angry,0.45701469999994515
365,4487,angry,disgust,0.4861452999998619
366,4507,angry,neutral,0.503778599999805
367,4513,angry,angry,0.4588021000004119
368,4521,angry,sad,0.5169209999999111
369,453,angry,angry,0.5214072000003398
370,4541,angry,surprise,0.5119630999997753
371,4552,angry,angry,0.48755320000009306
372,4557,angry,neutral,0.4545375000002423
373,4580,angry,angry,0.4618282999999792
374,4633,angry,angry,0.4653895999999804
375,4644,angry,fear,0.47381300000006377
376,4651,angry,angry,0.49284579999994094
377,4664,angry,fear,0.4654545999997026
378,4676,angry,angry,0.4642183000000841
379,4699,angry,angry,0.49782679999998436
380,4729,angry,happy,0.4959573000001001
381,4779,angry,angry,0.50798020000002
382,4788,angry,neutral,0.4842509999998583
383,4794,angry,disgust,0.4991258999998536
384,47,angry,angry,0.4886904999998478
385,4806,angry,angry,0.4716083999996954
386,4813,angry,angry,0.477618099999745
387,4816,angry,angry,0.4972939999997834
388,4840,angry,sad,0.47721739999997226
389,4842,angry,neutral,0.4605009000001701
390,4849,angry,neutral,0.48671890000014173
391,4890,angry,angry,0.5286039999996319
392,4896,angry,angry,0.48458690000006754
393,4898,angry,angry,0.4705445999998119
394,4899,angry,angry,0.5234437000003709
395,4901,angry,angry,0.4428953999999976
396,4902,angry,angry,0.4859057999997276
397,4915,angry,angry,0.520347899999706
398,4938,angry,angry,0.4919212999998308
399,4958,angry,angry,0.5067214999999123
400,4969,angry,angry,0.5006532000002153
401,4973,angry,angry,0.5073468000000503
402,5019,angry,angry,0.5120334000002913
403,5025,angry,angry,0.5390548999998828
404,502,angry,angry,0.4729421000001821
405,5033,angry,neutral,0.47683409999990545
406,5044,angry,neutral,0.4605538999999226
407,5047,angry,fear,0.4828106999998454
408,5050,angry,surprise,0.49202470000000176
409,5067,angry,neutral,0.5824182000001201
410,506,angry,neutral,0.4546655999997711
411,5080,angry,angry,0.539959600000202
412,5082,angry,angry,0.47659729999986666
413,5096,angry,angry,0.4813219000002391
414,5097,angry,angry,0.4660331000000042
415,5101,angry,angry,0.5879533000002084
416,5107,angry,angry,0.5060225000001992
417,5109,angry,disgust,0.5700953999999001
418,5119,angry,neutral,0.46693340000001626
419,5120,angry,neutral,0.49497669999982463
420,5123,angry,happy,0.4542965999999069
421,5151,angry,angry,0.49317759999985356
422,5169,angry,angry,0.5065800000002127
423,5182,angry,angry,0.5118145999999797
424,5191,angry,disgust,0.4887678000000051
425,519,angry,angry,0.5283165999999255
426,5202,angry,angry,0.46569869999984803
427,5210,angry,disgust,0.553990899999917
428,5219,angry,angry,0.5292183000001387
429,5221,angry,angry,0.5094756000003144
430,5230,angry,sad,0.5184743000004346
431,527,angry,neutral,0.5042913000002045
432,5316,angry,angry,0.45683550000012474
433,532,angry,angry,0.5666518000002725
434,5347,angry,sad,0.4898459000000912
435,5351,angry,angry,0.4813254999999117
436,5356,angry,angry,0.5150970999998208
437,5363,angry,neutral,0.45037219999994704
438,5364,angry,angry,0.4898499000000811
439,536,angry,angry,0.493077699999958
440,5372,angry,angry,0.4703052999998363
441,5373,angry,disgust,0.5219203999999991
442,5384,angry,angry,0.48386829999981273
443,5408,angry,angry,0.4641214999996919
444,541,angry,angry,0.45866879999994126
445,542,angry,surprise,0.5456364000001486
446,5434,angry,neutral,0.5121926000001622
447,5441,angry,angry,0.49883779999981925
448,5465,angry,angry,0.4614081999998234
449,5490,angry,disgust,0.53882509999994
450,5492,angry,angry,0.49475500000016837
451,549,angry,disgust,0.49546109999982946
452,559,angry,neutral,0.4516441999999188
453,569,angry,angry,0.48723729999983334
454,576,angry,surprise,0.5057392000003347
455,588,angry,angry,0.49128550000023097
456,592,angry,angry,0.5264147000002595
457,599,angry,surprise,0.4899713999998312
458,608,angry,angry,0.474373900000046
459,61,angry,angry,0.5242201000000932
460,628,angry,angry,0.4760542999997597
461,644,angry,neutral,0.5087153999998009
462,650,angry,angry,0.48019209999984014
463,654,angry,angry,0.4674571999998989
464,655,angry,neutral,0.5287112999999408
465,690,angry,neutral,0.5451012999997147
466,708,angry,sad,0.5132555000000139
467,715,angry,surprise,0.45198419999996986
468,718,angry,sad,0.4719724000001406
469,727,angry,neutral,0.5028357999999571
470,739,angry,neutral,0.46205109999982596
471,740,angry,angry,0.5132124000001568
472,747,angry,neutral,0.47602550000010524
473,766,angry,neutral,0.49704790000032517
474,804,angry,angry,0.45005429999991975
475,807,angry,neutral,0.516258900000139
476,810,angry,angry,0.5424511999999595
477,830,angry,neutral,0.47580010000001494
478,846,angry,angry,0.4778220999996847
479,852,angry,angry,0.48152200000004086
480,859,angry,angry,0.4858572999996795
481,864,angry,angry,0.47848830000020826
482,870,angry,neutral,0.5766243999996732
483,873,angry,angry,0.45794100000011895
484,882,angry,disgust,0.5271231000001535
485,886,angry,angry,0.45538989999977275
486,890,angry,angry,0.4993467999997847
487,8,angry,angry,0.5379946000002747
488,901,angry,angry,0.47002729999985604
489,919,angry,angry,0.49829490000001897
490,921,angry,neutral,0.4690192000002753
491,929,angry,angry,0.5553322000000662
492,940,angry,angry,0.45569439999962924
493,946,angry,angry,0.461307399999896
494,963,angry,disgust,0.5093968000001041
495,966,angry,neutral,0.4957005000001118
496,967,angry,angry,0.4862654999997176
497,975,angry,angry,0.4883119999999508
498,980,angry,angry,0.4974104000002626
499,996,angry,angry,0.4475928000001659
500,1003,disgust,angry,0.5501793999997062
501,1018,disgust,fear,0.46006020000004355
502,1062,disgust,angry,0.4791341000000102
503,1071,disgust,disgust,0.45936759999995047
504,1130,disgust,angry,0.49156429999993634
505,1153,disgust,happy,0.46484929999996893
506,1168,disgust,disgust,0.5346333000002232
507,1183,disgust,disgust,0.5334828000000016
508,1190,disgust,disgust,0.49390879999964454
509,1194,disgust,surprise,0.4542848999999478
510,1210,disgust,disgust,0.5171148999997968
511,1211,disgust,neutral,0.4773526999997557
512,1212,disgust,angry,0.5195963999999549
513,1215,disgust,disgust,0.501811699999962
514,1223,disgust,happy,0.5610867999998845
515,1241,disgust,happy,0.5378646999997727
516,1247,disgust,sad,0.49231030000009923
517,1253,disgust,disgust,0.4556600000000799
518,1260,disgust,disgust,0.5201053000000684
519,1262,disgust,sad,0.47980890000008003
520,1273,disgust,disgust,0.4493811000002097
521,1274,disgust,angry,0.46192180000025473
522,1278,disgust,disgust,0.5113624000000527
523,1283,disgust,disgust,0.463782700000138
524,1290,disgust,sad,0.5384214999999131
525,1312,disgust,neutral,0.47397110000019893
526,1313,disgust,happy,0.47222310000006473
527,1317,disgust,angry,0.4795807999998942
528,131,disgust,angry,0.5004767000000356
529,1324,disgust,disgust,0.5021008000003349
530,1355,disgust,angry,0.5158706000001985
531,1368,disgust,disgust,0.5041741999998521
532,1372,disgust,angry,0.5254494999999224
533,1377,disgust,disgust,0.470343800000137
534,1396,disgust,sad,0.49696640000001935
535,1397,disgust,disgust,0.5461814000000231
536,142,disgust,happy,0.43971549999969284
537,1444,disgust,sad,0.5936495000000832
538,144,disgust,disgust,0.48960269999997763
539,1457,disgust,angry,0.46381309999969744
540,145,disgust,angry,0.4555162999999993
541,1473,disgust,disgust,0.4999806999999237
542,1487,disgust,disgust,0.5057655999999042
543,148,disgust,surprise,0.49062199999980294
544,1494,disgust,disgust,0.4945191000001614
545,1498,disgust,disgust,0.4676574999998593
546,1499,disgust,neutral,0.5416534000000865
547,1511,disgust,sad,0.4735732999997708
548,1534,disgust,neutral,0.4665519000000131
549,1546,disgust,neutral,0.511347300000125
550,1552,disgust,neutral,0.5405049999999392
551,1555,disgust,angry,0.4926876999998058
552,1571,disgust,disgust,0.5901166999997258
553,1584,disgust,sad,0.582604000000174
554,1592,disgust,disgust,0.6132923999998638
555,1615,disgust,angry,0.5306660999999622
556,1616,disgust,angry,0.5569319999999607
557,1654,disgust,disgust,0.4935786000000917
558,166,disgust,neutral,0.49901920000002065
559,1670,disgust,neutral,0.5280858999999509
560,1690,disgust,disgust,0.5216440999997758
561,1702,disgust,disgust,0.4775840999996035
562,1705,disgust,disgust,0.4541097000001173
563,1713,disgust,neutral,0.48475790000020424
564,1755,disgust,angry,0.49121199999990495
565,1766,disgust,angry,0.4442884000000049
566,1785,disgust,surprise,0.46540330000016183
567,178,disgust,surprise,0.5244486999999936
568,1795,disgust,angry,0.5016597000003458
569,1796,disgust,surprise,0.47055379999983415
570,1799,disgust,disgust,0.5024874000000636
571,1805,disgust,neutral,0.5223860000000968
572,1818,disgust,disgust,0.5372901999999158
573,1822,disgust,happy,0.44976100000030783
574,183,disgust,angry,0.48639189999994414
575,1853,disgust,disgust,0.4660319999998137
576,1882,disgust,disgust,0.46254610000005414
577,1915,disgust,disgust,0.5356584999999541
578,1926,disgust,surprise,0.4705095999997866
579,1930,disgust,neutral,0.4438258999998652
580,1951,disgust,sad,0.49679859999969267
581,1957,disgust,sad,0.5950927000003503
582,1966,disgust,angry,0.4544424999999137
583,1969,disgust,disgust,0.4628843999998935
584,2002,disgust,neutral,0.5043273000001136
585,2016,disgust,surprise,0.4648690999997598
586,2018,disgust,disgust,0.5067169999997532
587,2024,disgust,angry,0.4825977000000421
588,2029,disgust,sad,0.475426299999981
589,2030,disgust,angry,0.46085279999988416
590,2035,disgust,disgust,0.4756219000000783
591,2038,disgust,angry,0.5141833000002407
592,2040,disgust,happy,0.4942700000001423
593,2043,disgust,disgust,0.48063989999991463
594,2050,disgust,surprise,0.47099070000012944
595,2052,disgust,disgust,0.45538029999988794
596,206,disgust,happy,0.5463092000004508
597,2074,disgust,angry,0.6670303999999305
598,2084,disgust,angry,0.6187337999999727
599,2107,disgust,disgust,0.6246779999996761
600,2118,disgust,angry,0.5340574000001652
601,2120,disgust,happy,0.47203609999996843
602,2123,disgust,sad,0.5043181000000914
603,2128,disgust,sad,0.4590469999998277
604,2129,disgust,disgust,0.5001889999998639
605,2146,disgust,disgust,0.4542210999998133
606,2150,disgust,disgust,0.5421484999997119
607,2151,disgust,neutral,0.5146383000001151
608,2162,disgust,neutral,0.5169292999999016
609,2165,disgust,angry,0.48901599999999235
610,2176,disgust,angry,0.4885159000000385
611,2186,disgust,disgust,0.5104311000000052
612,2190,disgust,disgust,0.47674770000003264
613,2211,disgust,disgust,0.5165382000000136
614,2215,disgust,disgust,0.5127126000002136
615,2231,disgust,disgust,0.5056367000001956
616,2244,disgust,angry,0.47733599999992293
617,2251,disgust,disgust,0.45496789999970133
618,2289,disgust,neutral,0.45512970000027053
619,2307,disgust,disgust,0.4770269999999073
620,2321,disgust,disgust,0.5016942000002018
621,2324,disgust,disgust,0.44931640000004336
622,2325,disgust,disgust,0.47889329999998154
623,2341,disgust,disgust,0.5542372999998406
624,2369,disgust,neutral,0.46511629999986326
625,2371,disgust,angry,0.47484410000015487
626,238,disgust,angry,0.4917389999995976
627,2395,disgust,disgust,0.46250929999996515
628,2411,disgust,disgust,0.5032581000000391
629,2423,disgust,angry,0.4695471999998517
630,2444,disgust,neutral,0.5312596999997368
631,2461,disgust,disgust,0.499830700000075
632,2464,disgust,neutral,0.5198657000000821
633,246,disgust,neutral,0.5154827999999725
634,2485,disgust,sad,0.4583225000001221
635,2488,disgust,disgust,0.5189958999999362
636,2491,disgust,neutral,0.5311032999998133
637,2501,disgust,disgust,0.5567440999998325
638,2503,disgust,happy,0.48026359999994384
639,2519,disgust,disgust,0.47974939999994604
640,2524,disgust,disgust,0.4734144999997625
641,2528,disgust,disgust,0.46941960000003746
642,2531,disgust,angry,0.45537100000001374
643,2545,disgust,fear,0.4950666999998248
644,2552,disgust,disgust,0.5180116000001362
645,2569,disgust,disgust,0.5130071000003227
646,2590,disgust,neutral,0.449787699999888
647,2602,disgust,happy,0.5190707000001566
648,2623,disgust,angry,0.4890832999999475
649,2635,disgust,disgust,0.49223250000022745
650,2644,disgust,angry,0.4875939999997172
651,2655,disgust,angry,0.521641499999987
652,2667,disgust,fear,0.5246910999999272
653,2677,disgust,disgust,0.5147298000001683
654,2700,disgust,disgust,0.48038739999992686
655,2710,disgust,sad,0.4864511000000675
656,2722,disgust,angry,0.5397198000000571
657,2725,disgust,disgust,0.4876180999999633
658,2727,disgust,sad,0.46705980000024283
659,2728,disgust,neutral,0.48283260000016526
660,2736,disgust,surprise,0.4684400999999525
661,2739,disgust,disgust,0.5095940999999584
662,2743,disgust,angry,0.4810496999998577
663,2751,disgust,disgust,0.5163577000002988
664,2770,disgust,angry,0.48897059999990233
665,2773,disgust,disgust,0.44702289999986533
666,2795,disgust,disgust,0.4962270000000899
667,2800,disgust,angry,0.4486019999999371
668,2802,disgust,angry,0.44842670000025464
669,2814,disgust,surprise,0.5201366999999664
670,2817,disgust,angry,0.5136560999999347
671,2820,disgust,sad,0.4852147999999943
672,2846,disgust,angry,0.49235079999971276
673,2854,disgust,disgust,0.4790400000001682
674,2867,disgust,disgust,0.46289789999991626
675,2869,disgust,happy,0.48323709999976927
676,286,disgust,neutral,0.5101783000000069
677,2877,disgust,disgust,0.526153499999964
678,2878,disgust,disgust,0.4823135999999977
679,2880,disgust,angry,0.475144999999884
680,2882,disgust,disgust,0.4585119000003033
681,289,disgust,disgust,0.5403235000003406
682,2910,disgust,neutral,0.44865359999994325
