name,detectedFex,time
S046_004_00000016,angry,0.48647571400033485
S046_004_00000017,disgust,0.48869720399943617
S046_002_00000001,neutral,0.4863407740003822
S046_002_00000004,surprise,0.4888431560002573
S046_002_00000005,surprise,0.5054338979998647
S046_002_00000006,surprise,0.4836707260001276
S046_001_00000001,neutral,0.4852337459997216
S046_001_00000023,neutral,0.48892689700005576
S046_001_00000024,neutral,0.489363185000002
S046_001_00000025,neutral,0.49023237000074005
S046_003_00000001,neutral,0.5402698730003976
S046_003_00000014,sad,0.48739626499991573
S046_003_00000015,sad,0.49250811799993244
S046_003_00000016,sad,0.4881824559997767
S131_010_00000001,neutral,0.49523092199979146
S131_010_00000016,disgust,0.497646953000185
S131_010_00000017,disgust,0.4952642210000704
S131_010_00000018,disgust,0.4977393330000268
S131_005_00000001,neutral,0.5974796209993656
S131_005_00000008,surprise,0.5577232539999386
S131_005_00000009,surprise,0.5007829919995856
S131_005_00000010,surprise,0.4997154959992258
S131_006_00000001,neutral,0.4927357779997692
S131_006_00000020,happy,0.4930117579997386
S131_006_00000021,happy,0.5272698810003931
S131_006_00000022,happy,0.4914541680000184
S131_004_00000001,neutral,0.49785066499953246
S131_004_00000003,neutral,0.49890007300018624
S131_004_00000004,neutral,0.49964867499966203
S131_004_00000005,neutral,0.500658021000163
S131_002_00000001,neutral,0.4929620140001134
S131_002_00000022,angry,0.49483859600059077
S131_002_00000023,angry,0.4958466269999917
S131_002_00000024,angry,0.49337355399984517
S131_001_00000001,neutral,0.4907187580001846
S131_001_00000014,fear,0.494273561999762
S131_001_00000015,fear,0.49425754499952745
S131_001_00000016,fear,0.4965245799994591
S131_003_00000001,sad,0.4938141189995804
S131_003_00000022,sad,0.4992752369998925
S131_003_00000023,angry,0.4976442480001424
S131_003_00000024,sad,0.4925938699998369
S131_007_00000001,neutral,0.4919094619999669
S131_007_00000012,happy,0.49016717500035156
S131_007_00000013,happy,0.5099602339996636
S131_007_00000014,happy,0.49120158899950184
S035_005_00000001,neutral,0.48617338900021423
S035_005_00000017,disgust,0.48390939900036756
S035_005_00000018,disgust,0.48350541400031943
S035_005_00000019,disgust,0.48540794600012305
S035_006_00000001,neutral,0.48635187899981247
S035_006_00000016,happy,0.4873521859999528
S035_006_00000017,happy,0.48515027100074803
S035_006_00000018,happy,0.48667055199985043
S035_004_00000001,neutral,0.48569379600030516
S035_004_00000014,angry,0.48838452600011806
S035_004_00000015,angry,0.4853891989996555
S035_004_00000016,angry,0.4828541219994804
S035_002_00000001,neutral,0.49099750900040817
S035_002_00000008,neutral,0.48427361700032634
S035_002_00000009,neutral,0.4830643980003515
S035_002_00000010,neutral,0.4860991149998881
S035_001_00000001,neutral,0.5523144939998019
S035_001_00000013,fear,0.48519296099948406
S035_001_00000014,fear,0.5053158240007178
S035_001_00000015,fear,0.4902601499998127
S035_003_00000001,neutral,0.507381317999716
S035_003_00000013,disgust,0.5070967600004224
S035_003_00000014,disgust,0.522251874000176
S035_003_00000015,disgust,0.5045499569996537
S115_005_00000001,neutral,0.5169387340001776
S115_005_00000013,happy,0.5186996570000701
S115_005_00000014,happy,0.5356514879995302
S115_005_00000015,happy,0.5156434709997484
S115_008_00000001,neutral,0.5148228510006447
S115_008_00000015,happy,0.520524058000774
S115_008_00000016,happy,0.512494018000325
S115_008_00000017,happy,0.5160276229998999
S115_006_00000001,neutral,0.5170833020001737
S115_006_00000015,neutral,0.522418368000217
S115_006_00000016,neutral,0.5198637719995531
S115_006_00000017,neutral,0.5217314179999448
S115_004_00000001,neutral,0.5129731879997053
S115_004_00000015,neutral,0.5343472249996921
S115_004_00000016,neutral,0.5211904369998592
S115_004_00000017,neutral,0.5200211750006929
S115_002_00000001,neutral,0.5208852599998863
S115_002_00000022,angry,0.5153922640001838
S115_002_00000023,angry,0.5176261990000057
S115_002_00000024,angry,0.5185398769999665
S115_001_00000001,neutral,0.5175051160003932
S115_001_00000006,surprise,0.5184153610007343
S115_001_00000007,surprise,0.5173563890002697
S115_001_00000008,surprise,0.5211996970001564
S115_003_00000001,surprise,0.5264125860003332
S115_003_00000011,surprise,0.525667687999885
S115_003_00000012,surprise,0.5291097649997027
S115_003_00000013,surprise,0.526166863999606
S115_007_00000001,neutral,0.5251413959995261
S115_007_00000021,surprise,0.5253957369995987
S115_007_00000022,surprise,0.5256954690003113
S115_007_00000023,surprise,0.5258101429999442
S044_005_00000001,neutral,0.5019228809997003
S044_005_00000027,angry,0.5142963139996937
S044_005_00000028,angry,0.503985064000517
S044_005_00000029,angry,0.5048778159998619
S044_006_00000001,neutral,0.5024734819999139
S044_006_00000017,angry,0.5042679490006776
S044_006_00000018,angry,0.505305706999934
S044_006_00000019,disgust,0.5066126909996456
S044_004_00000001,neutral,0.5050749160000123
S044_004_00000027,angry,0.5047228789999281
S044_004_00000028,angry,0.5045512440001403
S044_004_00000029,angry,0.5250314630002322
S044_002_00000001,neutral,0.5152564419995542
S044_002_00000016,happy,0.5025305260005553
S044_002_00000017,happy,0.5060079140002927
S044_002_00000018,happy,0.5027481780007292
S044_001_00000001,neutral,0.5028445790003389
S044_001_00000022,surprise,0.502682191000531
S044_001_00000023,surprise,0.5064003529996626
S044_001_00000024,surprise,0.5042925499992634
S044_003_00000001,neutral,0.5307749660005356
S044_003_00000012,happy,0.5042764359995999
S044_003_00000013,happy,0.5033569440001884
S044_003_00000014,happy,0.5031916529997034
S029_001_00000001,angry,0.49572060300033627
S029_001_00000017,angry,0.4965142279997963
S029_001_00000018,angry,0.49703784600023937
S029_001_00000019,angry,0.49579953200009186
S071_005_00000001,neutral,0.5359601430000112
S071_005_00000019,happy,0.5175422060001438
S071_005_00000020,happy,0.5171177080001144
S071_005_00000021,happy,0.5204465730002994
S071_006_00000001,neutral,0.5164361369998005
S071_006_00000012,disgust,0.5192626099997142
S071_006_00000013,disgust,0.5193362509999133
S071_006_00000014,disgust,0.5178189010002825
S071_004_00000001,neutral,0.5182352350002475
S071_004_00000026,angry,0.5186700409994955
S071_004_00000027,angry,0.5184123290000571
S071_004_00000028,angry,0.5185613670000748
S071_002_00000001,neutral,0.5365011289995891
S071_002_00000018,sad,0.5185271020000073
S071_002_00000019,sad,0.5202866449999419
S071_002_00000020,sad,0.5184658520001904
S071_001_00000001,neutral,0.5188879990000714
S071_001_00000011,surprise,0.5213128200002757
S071_001_00000012,surprise,0.5196242290003283
S071_001_00000013,surprise,0.5214508839999326
S071_003_00000001,neutral,0.5171672410006067
S071_003_00000020,angry,0.5485028379998766
S071_003_00000021,angry,0.5187078500002826
S071_003_00000022,angry,0.516738897000323
S050_005_00000001,neutral,0.5000360040003216
S050_005_00000011,angry,0.503523094999764
S050_005_00000012,angry,0.5013545000001614
S050_005_00000013,angry,0.5026088410004377
S050_006_00000001,neutral,0.5030725110000276
S050_006_00000021,happy,0.5020527850001599
S050_006_00000022,happy,0.5036434109997572
S050_006_00000023,happy,0.523760353000398
S050_004_00000001,neutral,0.500349672000084
S050_004_00000019,angry,0.5059120360001543
S050_004_00000020,angry,0.5042119390000153
S050_004_00000021,angry,0.5031830070001888
S050_002_00000001,neutral,0.4991800450006849
S050_002_00000016,surprise,0.5061368759998004
S050_002_00000017,surprise,0.5063778169997022
S050_002_00000018,surprise,0.5056225329999506
S050_001_00000001,neutral,0.5033854040002552
S050_001_00000015,surprise,0.5066358370004309
S050_001_00000016,surprise,0.5070103939997352
S050_001_00000017,surprise,0.5051971550001326
S050_003_00000001,neutral,0.504258992999894
S050_003_00000019,neutral,0.5039636500005145
S050_003_00000020,neutral,0.5037764139997307
S050_003_00000021,neutral,0.5040534740001021
S089_002_00000001,neutral,0.506376593000823
S089_002_00000019,happy,0.5087826439994387
S089_002_00000020,happy,0.5108021519999966
S089_002_00000021,happy,0.5348816890000307
S089_001_00000001,neutral,0.5173853839996809
S089_001_00000014,surprise,0.5168556889993852
S089_001_00000015,surprise,0.5113795140005095
S089_001_00000016,surprise,0.5104737609999574
S089_003_00000001,neutral,0.5357465339993723
S089_003_00000034,angry,0.5057469740004308
S089_003_00000035,angry,0.5082372830001987
S089_003_00000036,angry,0.5199946050006474
S028_001_00000001,neutral,0.5061262110002644
S028_001_00000022,angry,0.5062904350006647
S028_001_00000023,angry,0.5022789700005887
S028_001_00000024,angry,0.5355525820004914
S154_002_00000001,neutral,0.5283289690005404
S154_002_00000011,neutral,0.5177354440002091
S154_002_00000012,neutral,0.5153404889997546
S154_002_00000013,neutral,0.5169914580001205
S156_002_00000001,neutral,0.5169673489999695
S156_002_00000019,happy,0.5154316990001462
S156_002_00000020,happy,0.5336144389993933
S156_002_00000021,happy,0.5473480830005428
S102_005_00000001,neutral,0.5101959039993744
S102_005_00000007,neutral,0.5094003530002738
S102_005_00000008,neutral,0.5163986130000922
S102_005_00000009,neutral,0.5087680549995639
S102_008_00000001,neutral,0.5167157450005107
S102_008_00000027,surprise,0.519441168999947
S102_008_00000028,surprise,0.5166319710006064
S102_008_00000029,surprise,0.5185157810001328
S102_006_00000001,neutral,0.5088754549997248
S102_006_00000013,sad,0.5098399600001358
S102_006_00000014,sad,0.5116165579993321
S102_006_00000015,neutral,0.5113861379995797
S102_004_00000001,neutral,0.5105806450001182
S102_004_00000021,happy,0.5118576400000165
S102_004_00000022,happy,0.5126080219997675
S102_004_00000023,happy,0.5139566889993148
S102_002_00000001,neutral,0.5064841040002648
S102_002_00000016,surprise,0.5149884400007068
S102_002_00000017,surprise,0.5304464890004965
S102_002_00000018,surprise,0.514347596999869
S102_001_00000001,neutral,0.5572391340001559
S102_001_00000014,happy,0.5201590110000325
S102_001_00000015,happy,0.5186134519999541
S102_001_00000016,happy,0.520648744999562
S102_009_00000001,neutral,0.5097559670002738
S102_009_00000013,neutral,0.5100670879992322
S102_009_00000014,neutral,0.5061915070000396
S102_009_00000015,neutral,0.5073285500002385
S102_003_00000001,neutral,0.5138023839999732
S102_003_00000014,sad,0.513604158999442
S102_003_00000015,sad,0.5137108420003642
S102_003_00000016,sad,0.5267131029995653
S102_007_00000001,neutral,0.5182697790005477
S102_007_00000013,neutral,0.5399847480002791
S102_007_00000014,neutral,0.517554877999828
S102_007_00000015,neutral,0.5155372449999049
S065_005_00000001,neutral,0.5072931450004035
S065_005_00000006,angry,0.5214074220002658
S065_005_00000007,angry,0.5098656889995254
S065_005_00000008,angry,0.504746759000227
S065_004_00000001,neutral,0.5036191750004946
S065_004_00000026,happy,0.5096688260000519
S065_004_00000027,happy,0.5075038909999421
S065_004_00000028,happy,0.5060041069991712
S065_002_00000001,neutral,0.5058508860001893
S065_002_00000020,fear,0.5092698849994122
S065_002_00000021,fear,0.506740488000105
S065_002_00000022,fear,0.509981484000491
S065_001_00000001,neutral,0.5086666569995941
S065_001_00000016,neutral,0.5069749029999002
S065_001_00000017,neutral,0.5062886129999242
S065_001_00000018,neutral,0.506806809000409
S065_003_00000001,neutral,0.5086839940004211
S065_003_00000020,fear,0.5105006670000876
S065_003_00000021,fear,0.5133509379993484
S065_003_00000022,fear,0.5066443289997551
S103_008_00000001,neutral,0.5172029370005475
S103_008_00000013,angry,0.5829118719993858
S103_008_00000014,angry,0.514057954999771
S103_008_00000015,angry,0.5211714750003011
S103_006_00000001,neutral,0.5262018180001178
S103_006_00000014,neutral,0.5206161469996005
S103_006_00000015,neutral,0.5238565720001134
S103_006_00000016,neutral,0.5275124749996394
S103_002_00000001,neutral,0.5159868660002758
S103_002_00000024,neutral,0.5177534489994287
S103_002_00000025,neutral,0.518228036000437
S103_002_00000026,neutral,0.5286237450000044
S103_001_00000001,neutral,0.5362874910006212
S103_001_00000014,surprise,0.5189485640003113
S103_001_00000015,surprise,0.5186268739998923
S103_001_00000016,surprise,0.5195152460000827
S103_003_00000001,neutral,0.516050209000241
S103_003_00000022,neutral,0.5190680819996487
S103_003_00000023,neutral,0.5189012479995654
S103_003_00000024,neutral,0.519138736000059
S103_007_00000001,neutral,0.537751871999717
S103_007_00000021,surprise,0.5201081069999418
S103_007_00000022,neutral,0.5421929700005421
S103_007_00000023,neutral,0.5200519489999351
S501_006_00000001,neutral,0.5404506049999327
S501_006_00000039,sad,0.5096731220000947
S501_006_00000040,sad,0.5081222620001427
S501_006_00000041,sad,0.5111914419994719
S501_004_00000001,neutral,0.51044056200044
S501_004_00000054,fear,0.5108715740007028
S501_004_00000055,fear,0.5090056890003325
S501_004_00000056,fear,0.5093144350003058
S501_001_00000001,neutral,0.5083201119996374
S501_001_00000065,angry,0.5093295330007095
S501_001_00000066,angry,0.5246230599996125
S501_001_00000067,angry,0.5111924730008468
S096_004_00000001,neutral,0.5104402919996573
S096_004_00000009,happy,0.5082505609998407
S096_004_00000010,happy,0.5103494659997523
S096_004_00000011,happy,0.5255948590001935
S096_002_00000001,neutral,0.5137927589994433
S096_002_00000004,neutral,0.5145358099998703
S096_002_00000005,surprise,0.5154667930000869
S096_002_00000006,surprise,0.555401721000635
S096_001_00000001,neutral,0.5047452510007133
S096_001_00000005,surprise,0.5063078419998419
S096_001_00000006,surprise,0.509998763999647
S096_001_00000007,surprise,0.5135721810001996
S096_003_00000001,neutral,0.50491411800067
S096_003_00000010,disgust,0.5088940250006999
S096_003_00000011,disgust,0.5051429920004011
S096_003_00000012,disgust,0.5240802039998016
S082_005_00000001,neutral,0.5389396040000065
S082_005_00000015,angry,0.520091567000236
S082_005_00000016,angry,0.526990387999831
S082_005_00000017,angry,0.5198073650008155
S082_006_00000001,neutral,0.5188089509993006
S082_006_00000019,angry,0.5158515849998366
S082_006_00000020,angry,0.5317804010001055
S082_006_00000021,angry,0.5161419949999981
S082_004_00000001,neutral,0.5237862919993859
S082_004_00000011,surprise,0.5200700739997046
S082_004_00000012,surprise,0.5473922460005269
S082_004_00000013,surprise,0.5197242109998115
S082_002_00000001,neutral,0.5160203069999625
S082_002_00000023,sad,0.5162629280002875
S082_002_00000024,sad,0.5184306490000381
S082_002_00000025,sad,0.527818864999972
S082_001_00000001,neutral,0.5169594170001801
S082_001_00000013,surprise,0.5175497119998909
S082_001_00000014,surprise,0.5171923549996791
S082_001_00000015,surprise,0.5193679350004459
S082_003_00000001,neutral,0.522603904000789
S082_003_00000016,neutral,0.5222722950002208
S082_003_00000017,neutral,0.5237977010001487
S082_003_00000018,neutral,0.5441892119997647
S082_007_00000001,neutral,0.5710753430003024
S082_007_00000008,angry,0.5329024719994777
S082_007_00000009,angry,0.5190759529996285
S082_007_00000010,angry,0.5208249249999426
S073_005_00000001,neutral,0.5162228440003673
S073_005_00000019,happy,0.5184276869995301
S073_005_00000020,happy,0.5133994130001156
S073_005_00000021,happy,0.5157497560003321
S073_006_00000001,neutral,0.5140824549998797
S073_006_00000012,angry,0.5137731220002024
S073_006_00000013,angry,0.5126569240001118
S073_006_00000014,angry,0.5120535799997015
S073_004_00000001,neutral,0.5199017409995577
S073_004_00000012,neutral,0.5502920039998571
S073_004_00000013,neutral,0.5184882319999815
S073_004_00000014,neutral,0.5236234610001702
S073_002_00000001,neutral,0.5147899450003024
S073_002_00000027,happy,0.5177534079994075
S073_002_00000028,happy,0.5163450600002761
S073_002_00000029,happy,0.5225578119998318
S073_001_00000001,neutral,0.5138802839992422
S073_001_00000011,surprise,0.5306726270000581
S073_001_00000012,surprise,0.520990811000047
S073_001_00000013,surprise,0.5418201509992286
S073_003_00000001,neutral,0.5112997449996328
S073_003_00000026,neutral,0.5184282269992764
S073_003_00000027,neutral,0.51384674000019
S073_003_00000028,neutral,0.5382408639998175
S075_005_00000001,neutral,0.5064447610002389
S075_005_00000010,disgust,0.5064726239997981
S075_005_00000011,disgust,0.5052893950005455
S075_005_00000012,disgust,0.5026628650002749
S075_008_00000001,neutral,0.5047747560001881
S075_008_00000010,neutral,0.505290514999615
S075_008_00000011,neutral,0.503739652999684
S075_008_00000012,neutral,0.5054036780002207
S075_006_00000001,neutral,0.5067399210001895
S075_006_00000023,happy,0.5097349289999329
S075_006_00000024,happy,0.509073834999981
S075_006_00000025,happy,0.5112331090003863
S075_004_00000001,neutral,0.5305920700002389
S075_004_00000010,neutral,0.5081739940005718
S075_004_00000011,neutral,0.5096631489996071
S075_004_00000012,neutral,0.5094106220003596
S075_002_00000001,neutral,0.5014721500001542
S075_002_00000012,surprise,0.5124783299997944
S075_002_00000013,surprise,0.5133267710007203
S075_002_00000014,surprise,0.5080296010000893
S075_001_00000001,neutral,0.5199221949997082
S075_001_00000011,surprise,0.5094363910002357
S075_001_00000012,surprise,0.5056332619997193
S075_001_00000013,surprise,0.5056438820001858
S075_003_00000001,neutral,0.5050113279994548
S075_003_00000002,neutral,0.5036932689999958
S075_003_00000003,neutral,0.5067840629999409
S075_003_00000004,neutral,0.5062576849995821
S075_007_00000001,neutral,0.5046134209997035
S075_007_00000020,surprise,0.5105213770002592
S075_007_00000021,surprise,0.5125746249996155
S075_007_00000022,surprise,0.5049337860000378
S063_002_00000001,neutral,0.5451878800004124
S063_002_00000021,happy,0.5123169309999867
S063_002_00000022,happy,0.5143411200006085
S063_002_00000023,happy,0.513634187000207
S063_001_00000001,neutral,0.5057256059999418
S063_001_00000011,surprise,0.5111223800004154
S063_001_00000012,surprise,0.512216922999869
S063_001_00000013,surprise,0.5153868359993794
S086_002_00000001,neutral,0.5184070759996757
S086_002_00000013,happy,0.5146114700000908
S086_002_00000014,happy,0.5341232779992424
S086_002_00000015,happy,0.5194735149998451
S086_001_00000001,neutral,0.5158249579999392
S086_001_00000017,surprise,0.5696858230003272
S086_001_00000018,fear,0.5695768710002085
S086_001_00000019,fear,0.5272135559998787
S139_002_00000001,neutral,0.5143681299996388
S139_002_00000011,happy,0.5148510460003308
S139_002_00000012,happy,0.5130407339993326
S139_002_00000013,happy,0.5340017050002643
S116_005_00000001,neutral,0.5088482800001657
S116_005_00000015,sad,0.5095766730000832
S116_005_00000016,sad,0.5091427419993124
S116_005_00000017,sad,0.5107131320000917
S116_006_00000001,neutral,0.5075967239999954
S116_006_00000005,disgust,0.535243876000095
S116_006_00000006,disgust,0.5045700999999099
S116_006_00000007,disgust,0.5116839590000382
S116_004_00000001,neutral,0.5122808759997497
S116_004_00000013,surprise,0.5147758009998142
S116_004_00000014,surprise,0.5329856119997203
S116_004_00000015,surprise,0.5158800609997343
S116_002_00000001,neutral,0.5061636649998036
S116_002_00000006,neutral,0.5047442420000152
S116_002_00000007,happy,0.506203607000316
S116_002_00000008,happy,0.5081536520001464
S116_001_00000001,neutral,0.5070356770002036
S116_001_00000012,surprise,0.5251107679996494
S116_001_00000013,surprise,0.5255507700003363
S116_001_00000014,surprise,0.50907469699996
S116_003_00000001,neutral,0.5095928889995776
S116_003_00000002,neutral,0.5117915640003048
S116_003_00000003,neutral,0.5296892090000256
S116_003_00000004,neutral,0.5131396219994713
S116_007_00000001,neutral,0.5041381920000276
S116_007_00000015,happy,0.5065279000000373
S116_007_00000016,happy,0.509111557000324
S116_007_00000017,happy,0.5041536099997757
S090_006_00000001,neutral,0.528105988999414
S090_006_00000009,disgust,0.523918369999592
S090_006_00000010,disgust,0.5243381059999592
S090_006_00000011,disgust,0.526034482999421
S090_002_00000001,happy,0.5260670280003978
S090_002_00000009,surprise,0.5291534709995176
S090_002_00000010,surprise,0.5276565840003968
S090_002_00000011,surprise,0.5280473790007818
S090_007_00000001,neutral,0.5250582509997912
S090_007_00000012,angry,0.5263378429999648
S090_007_00000013,angry,0.5365191179998874
S090_007_00000014,angry,0.5285299010001836
S094_004_00000001,neutral,0.5102395710000565
S094_004_00000010,happy,0.5112913179991665
S094_004_00000011,happy,0.5057189450008082
S094_004_00000012,happy,0.505556071000683
S094_001_00000001,neutral,0.5090912129999197
S094_001_00000008,surprise,0.5105850089994419
S094_001_00000009,surprise,0.5111790010005279
S094_001_00000010,surprise,0.506739600000401
S094_003_00000001,neutral,0.5045400429999063
S094_003_00000011,neutral,0.5063081910002438
S094_003_00000012,neutral,0.5053420929998538
S094_003_00000013,neutral,0.5069345359997897
S113_005_00000001,neutral,0.5135908229995039
S113_005_00000006,sad,0.5174119389994303
S113_005_00000007,sad,0.5183320599999206
S113_005_00000008,sad,0.5158046670003387
S113_008_00000001,neutral,0.5159066280002662
S113_008_00000021,angry,0.5319454359996598
S113_008_00000022,angry,0.5142931580003278
S113_008_00000023,angry,0.5205846139997448
S113_006_00000001,neutral,0.5199734879997777
S113_006_00000019,neutral,0.5269354390002263
S113_006_00000020,neutral,0.5201245489997746
S113_006_00000021,neutral,0.525555190999512
S113_004_00000001,angry,0.5170281709997653
S113_004_00000021,happy,0.5214479260002918
S113_004_00000022,happy,0.5184143389997189
S113_004_00000023,happy,0.5202647490004892
S113_002_00000001,neutral,0.51410767499965
S113_002_00000017,fear,0.5130375889993957
S113_002_00000018,fear,0.5110483609996663
S113_002_00000019,disgust,0.5152326369998264
S113_001_00000001,neutral,0.5123845790003543
S113_001_00000010,surprise,0.5164084859998184
S113_001_00000011,surprise,0.515641193999727
S113_001_00000012,surprise,0.5154564630001914
S113_003_00000001,neutral,0.5301724780001678
S113_003_00000013,neutral,0.5174085219996414
S113_003_00000014,sad,0.5159824250004021
S113_003_00000015,sad,0.5202707569997074
S113_007_00000001,neutral,0.5229671670003881
S113_007_00000040,surprise,0.5236410369998339
S113_007_00000041,surprise,0.5466993240006559
S113_007_00000042,surprise,0.5222995819995049
S149_002_00000001,neutral,0.5182942040000853
S149_002_00000011,happy,0.5156025950000185
S149_002_00000012,happy,0.5181779269996696
S149_002_00000013,happy,0.5213728939997964
S114_005_00000001,neutral,0.5110825389992897
S114_005_00000020,surprise,0.5093573649992322
S114_005_00000021,surprise,0.5089595230001578
S114_005_00000022,surprise,0.5096547670000291
S114_006_00000001,neutral,0.499932942999294
S114_006_00000021,happy,0.5025785329999053
S114_006_00000022,happy,0.5036947620001229
S114_006_00000023,happy,0.5031807639998078
S114_004_00000001,neutral,0.5244084900004964
S114_004_00000019,neutral,0.50869091200002
S114_004_00000020,neutral,0.5113911910002571
S114_004_00000021,neutral,0.5085021059994688
S114_002_00000001,neutral,0.5023492489999626
S114_002_00000014,happy,0.5042887879999398
S114_002_00000015,happy,0.5197578319994136
S114_002_00000016,happy,0.5026422519995322
S114_001_00000001,neutral,0.5031940580001901
S114_001_00000016,surprise,0.5051542520004659
S114_001_00000017,surprise,0.5056876509997892
S114_001_00000018,surprise,0.5037987079995219
S114_003_00000001,neutral,0.5046291380003822
S114_003_00000008,neutral,0.5290214180004114
S114_003_00000009,neutral,0.5020887499995297
S114_003_00000010,neutral,0.4999902729996393
S072_005_00000001,neutral,0.5097624029995131
S072_005_00000017,angry,0.530644399999801
S072_005_00000018,angry,0.5335586170003808
S072_005_00000019,angry,0.5265164720003668
S072_006_00000001,neutral,0.511959592000494
S072_006_00000020,happy,0.5114459500000521
S072_006_00000021,happy,0.5109550909992322
S072_006_00000022,happy,0.5121428610000294
S072_004_00000001,neutral,0.5104426910002076
S072_004_00000006,surprise,0.5118425800001205
S072_004_00000007,surprise,0.516825768999297
S072_004_00000008,angry,0.5125021820003894
S072_002_00000001,neutral,0.5137197680005556
S072_002_00000014,neutral,0.514293039000222
S072_002_00000015,neutral,0.5134296850001192
S072_002_00000016,neutral,0.514022002999809
S072_001_00000001,neutral,0.5112851320000118
S072_001_00000015,neutral,0.5286404560001756
S072_001_00000016,neutral,0.5109825609997642
S072_001_00000017,neutral,0.5096207730002789
S072_003_00000001,neutral,0.5284615410000697
S072_003_00000011,surprise,0.517625561999921
S072_003_00000012,surprise,0.5166446630000792
S072_003_00000013,surprise,0.5310663649997878
S078_005_00000001,neutral,0.5021235130006971
S078_005_00000020,neutral,0.5328551989996413
S078_005_00000021,neutral,0.506078355999307
S078_005_00000022,neutral,0.5181963529994391
S078_006_00000001,neutral,0.5097174459997404
S078_006_00000018,neutral,0.5105655569996088
S078_006_00000019,neutral,0.5109816589992988
S078_006_00000020,neutral,0.5084727209996345
S078_004_00000001,neutral,0.5042191590000584
S078_004_00000025,happy,0.5023975869999049
S078_004_00000026,happy,0.5023429440007021
S078_004_00000027,happy,0.5025426729998799
S078_002_00000001,neutral,0.5029880470001444
S078_002_00000015,sad,0.5022597320003115
S078_002_00000016,sad,0.5044627249999394
S078_002_00000017,sad,0.5025172590003422
S078_001_00000001,neutral,0.5024375509992751
S078_001_00000031,surprise,0.5083387519998723
S078_001_00000032,surprise,0.522679199999402
S078_001_00000033,surprise,0.5033080650000556
S078_003_00000001,neutral,0.5009023990005517
S078_003_00000017,fear,0.5349821950003388
S078_003_00000018,fear,0.5033962810002777
S078_003_00000019,fear,0.5012061199995514
S078_007_00000001,neutral,0.5032285979996232
S078_007_00000011,disgust,0.5266801099996883
S078_007_00000012,disgust,0.5040199669992944
S078_007_00000013,disgust,0.5035580599997047
DS_Store,null,0.0494463730001371
S506_006_00000040,sad,0.5452747090002958
S506_006_00000041,sad,0.49612312899989774
S506_006_00000042,sad,0.5096585700002834
S506_004_00000001,neutral,0.5068265939999037
S506_004_00000036,fear,0.5092986750005366
S506_004_00000037,fear,0.5073501130000295
S506_004_00000038,fear,0.5075287489999027
S506_002_00000001,neutral,0.5055284390000452
S506_002_00000007,neutral,0.5038539979996131
S506_002_00000008,neutral,0.5076252559993009
S506_002_00000009,neutral,0.5212709530005668
S506_001_00000001,neutral,0.5058234329999323
S506_001_00000038,angry,0.5310245479995501
S506_001_00000039,angry,0.5065206769995712
S506_001_00000040,angry,0.5097322370002075
S061_004_00000001,neutral,0.509569226000167
S061_004_00000020,disgust,0.5105059400002574
S061_004_00000021,disgust,0.5100435060003292
S061_004_00000022,disgust,0.5070107619994815
S061_002_00000001,neutral,0.5090272100005677
S061_002_00000013,happy,0.5237771440006327
S061_002_00000014,happy,0.5279644760003066
S061_002_00000015,happy,0.5050881649995063
S061_001_00000001,neutral,0.5086472799994226
S061_001_00000010,surprise,0.508360281000023
