,Imagem,FEX-esperada,FEX-detectada,time
114,2359,angry,neutral,0.3423412000000212
115,2360,angry,angry,0.4680900999999835
116,2367,angry,fear,0.40212569999999914
117,2382,angry,neutral,0.3877401999999961
118,2386,angry,angry,0.45142250000003514
119,2389,angry,angry,0.36173619999999573
120,2402,angry,surprise,0.4796475999999643
121,2408,angry,angry,0.361067099999957
122,2421,angry,angry,0.4532354000000396
123,2429,angry,angry,0.3992125999999985
124,242,angry,angry,0.3710548999999901
125,2435,angry,angry,0.5263447000000383
126,2438,angry,neutral,0.36153509999996913
127,243,angry,angry,0.4608312999999953
128,2442,angry,disgust,0.4555202999999892
129,2451,angry,angry,0.47843800000003966
130,2495,angry,angry,0.39948100000003706
131,2499,angry,angry,0.40512879999999996
132,2509,angry,angry,0.4823440000000119
133,2516,angry,angry,0.36062959999998156
134,2533,angry,neutral,0.5264257000000043
135,2537,angry,angry,0.36690150000003996
136,2540,angry,angry,0.44550350000002936
137,2549,angry,angry,0.42587300000002415
138,2555,angry,angry,0.41100529999999935
139,2560,angry,sad,0.451801200000034
140,2570,angry,angry,0.41375099999999065
141,2585,angry,angry,0.5019514999999615
142,2591,angry,angry,0.3545058999999924
143,2592,angry,disgust,0.4490794999999821
144,2593,angry,angry,0.429191000000003
145,2600,angry,angry,0.402795000000026
146,2605,angry,surprise,0.469041500000003
147,2608,angry,disgust,0.3525269999999523
148,2610,angry,angry,0.4555893000000424
149,2612,angry,angry,0.3725706000000173
150,2617,angry,angry,0.47587279999999055
151,2618,angry,angry,0.4100569999999948
152,2620,angry,angry,0.3830083000000286
153,2624,angry,angry,0.4633170999999834
154,2631,angry,angry,0.3576272999999901
155,2639,angry,angry,0.49058089999999765
156,2670,angry,fear,0.4067105999999967
157,2679,angry,neutral,0.4915015000000267
158,2707,angry,sad,0.4424938999999881
159,270,angry,neutral,0.38930990000000065
160,2731,angry,angry,0.45661929999999984
161,2737,angry,angry,0.3577617999999916
162,273,angry,angry,0.47963670000001457
163,2750,angry,angry,0.3683958999999959
164,2759,angry,angry,0.4937712999999917
165,2762,angry,angry,0.4028562999999963
166,2768,angry,angry,0.37665520000001607
167,2777,angry,disgust,0.4829053999999928
168,2785,angry,angry,0.3503316000000041
169,278,angry,sad,0.460892900000033
170,2792,angry,neutral,0.39669220000001815
171,2797,angry,neutral,0.40948809999997593
172,281,angry,angry,0.44699970000004896
173,2823,angry,angry,0.3526792000000114
174,2825,angry,neutral,0.4581635999999776
175,2830,angry,angry,0.3718885000000114
176,2861,angry,fear,0.4204980999999748
177,2884,angry,angry,0.4415233000000285
178,2888,angry,sad,0.3702597000000196
179,2889,angry,angry,0.47018320000000813
180,2892,angry,neutral,0.49496310000000676
181,2893,angry,disgust,0.46378709999999046
182,2894,angry,angry,0.3691618999999946
183,2915,angry,sad,0.45040610000000925
184,2916,angry,angry,0.41478459999996176
185,2966,angry,surprise,0.3885609999999815
186,2976,angry,angry,0.47727270000001454
187,2999,angry,neutral,0.371914199999992
188,3002,angry,surprise,0.42531409999998004
189,3022,angry,angry,0.3755143999999859
190,3024,angry,neutral,0.40202809999999545
191,3035,angry,angry,0.4754801999999927
192,3040,angry,neutral,0.38041869999995015
193,3044,angry,sad,0.43086629999999104
194,304,angry,angry,0.34846970000000965
195,3059,angry,sad,0.4123900999999819
196,3064,angry,angry,0.4254688999999985
197,3091,angry,angry,0.40252720000000863
198,3092,angry,angry,0.4522525000000428
199,3093,angry,angry,0.37199889999999414
200,3096,angry,sad,0.4518795000000182
201,3107,angry,angry,0.3619849999999474
202,3111,angry,happy,0.3821700999999962
203,3122,angry,angry,0.4050938000000315
204,3138,angry,angry,0.3661149000000137
205,3152,angry,angry,0.45967999999999165
206,3162,angry,angry,0.4182400000000257
207,3177,angry,angry,0.4971171000000254
208,317,angry,angry,0.42170920000000933
209,3186,angry,angry,0.6382103999999913
210,3191,angry,angry,0.43007890000001225
211,3192,angry,neutral,0.3968083999999976
212,3194,angry,angry,0.4493676000000164
213,3198,angry,angry,0.35884860000004437
214,3213,angry,angry,0.5138996999999677
215,3215,angry,neutral,0.3655746000000022
216,3229,angry,angry,0.44670619999999417
217,3245,angry,disgust,0.4024972999999932
218,3246,angry,angry,0.3930400999999506
219,3260,angry,sad,0.46890439999998534
220,3269,angry,angry,0.35571659999999383
221,3279,angry,neutral,0.38514420000001337
222,3296,angry,sad,0.42496160000001737
223,3305,angry,angry,0.39355679999999893
224,3307,angry,angry,0.4645388000000139
225,3318,angry,angry,0.3425740999999789
226,3324,angry,surprise,0.5224721999999815
227,332,angry,surprise,0.3825958000000469
228,3330,angry,angry,0.3901412000000164
229,3339,angry,neutral,0.4266124999999761
230,3349,angry,happy,0.3626105000000166
231,3353,angry,angry,0.40503430000001117
232,3359,angry,angry,0.4230850000000146
233,336,angry,angry,0.3942261999999914
234,3381,angry,sad,0.3891315999999847
235,3384,angry,disgust,0.4050644999999804
236,3395,angry,angry,0.4784377999999947
237,3401,angry,neutral,0.4166531000000191
238,3405,angry,angry,0.4492662999999766
239,3406,angry,angry,0.4308321000000319
240,3416,angry,sad,0.36682280000002265
241,3417,angry,angry,0.47513490000000047
242,3421,angry,angry,0.35867659999996704
243,3424,angry,angry,0.39432519999996885
244,3426,angry,neutral,0.41778510000000324
245,3429,angry,angry,0.37162059999997155
246,3433,angry,angry,0.47252209999999195
247,3451,angry,disgust,0.3472484000000122
248,3461,angry,angry,0.4540805999999975
249,3465,angry,surprise,0.3652306999999837
250,3471,angry,angry,0.358286000000021
251,3479,angry,angry,0.48471990000001597
252,3487,angry,angry,0.37507090000002563
253,3496,angry,surprise,0.6529133000000229
254,3499,angry,neutral,0.34084669999998596
255,3504,angry,sad,0.4833408000000077
256,3507,angry,disgust,0.41003969999997025
257,3522,angry,angry,0.39589879999999766
258,3523,angry,neutral,0.40872239999998783
259,3530,angry,angry,0.3411815000000047
260,3531,angry,angry,0.44240410000003294
261,3533,angry,disgust,0.38108610000000454
262,3537,angry,fear,0.40363020000000915
263,3547,angry,surprise,0.4324292000000014
264,3558,angry,angry,0.34761330000003454
265,3562,angry,angry,0.48225819999998976
266,356,angry,neutral,0.3800739000000135
267,3591,angry,sad,0.5995371999999861
268,3607,angry,sad,0.39775989999998274
269,3618,angry,neutral,0.4247320000000059
270,3629,angry,angry,0.4211108000000081
271,3633,angry,sad,0.3806155999999987
272,3634,angry,neutral,0.4649673000000121
273,3635,angry,angry,0.3546511000000123
274,3646,angry,angry,0.4336299000000281
275,3648,angry,angry,0.42197360000000117
276,3657,angry,angry,0.3683441000000016
277,367,angry,angry,0.47692039999998315
278,3709,angry,angry,0.34683319999999185
279,3732,angry,angry,0.4704879000000233
280,3738,angry,angry,0.3912819999999897
281,3753,angry,angry,0.40605249999998705
282,3757,angry,angry,0.45941979999997784
283,3765,angry,angry,0.3498165999999969
284,3792,angry,angry,0.47171389999999747
285,3805,angry,neutral,0.36485490000001164
286,380,angry,angry,0.4695328000000245
287,3811,angry,angry,0.42822970000003124
288,3813,angry,sad,0.38615190000001576
289,3818,angry,angry,0.5544636000000196
290,3821,angry,angry,0.37492489999999634
291,3825,angry,angry,0.5087496000000442
292,3830,angry,angry,0.3380156999999713
293,3833,angry,angry,0.4533969999999954
294,383,angry,angry,0.39430889999999863
295,3847,angry,angry,0.3792708999999945
296,3858,angry,angry,0.4337782000000061
297,386,angry,disgust,0.3369098000000008
298,3871,angry,angry,0.5058844000000136
299,3880,angry,neutral,0.37635779999999386
300,3882,angry,fear,0.36209919999998874
301,3885,angry,angry,0.4745216999999684
302,3890,angry,angry,0.3510069000000158
303,3904,angry,neutral,0.47931939999995166
304,3913,angry,fear,0.38344350000005534
305,3926,angry,angry,0.4294802000000004
306,3930,angry,neutral,0.3874663999999939
307,3934,angry,angry,0.34492069999998876
308,3953,angry,angry,0.4334940999999617
309,3955,angry,neutral,0.36006019999996397
310,3986,angry,sad,0.36238980000001675
311,3991,angry,angry,0.4509879999999953
312,4007,angry,neutral,0.3454198999999676
313,4014,angry,angry,0.4691788000000088
314,4015,angry,disgust,0.3890862000000084
315,4028,angry,angry,0.44405619999997725
316,4029,angry,angry,0.38682089999997515
317,4033,angry,sad,0.35545379999996385
318,4058,angry,angry,0.4599039000000289
319,4067,angry,disgust,0.48617939999996906
320,4072,angry,angry,0.44317899999998644
321,407,angry,sad,0.3613669999999729
322,4081,angry,neutral,0.3405281999999943
323,4099,angry,angry,0.39345570000000407
324,4100,angry,angry,0.4210517000000209
325,4115,angry,angry,0.44849179999999933
326,4122,angry,angry,0.44080339999999296
327,4127,angry,angry,0.3526989999999728
328,412,angry,angry,0.5681186999999568
329,4142,angry,angry,0.34036159999999427
330,415,angry,angry,0.48157620000000634
331,4164,angry,angry,0.4020402000000445
332,4171,angry,angry,0.39856589999999414
333,4180,angry,angry,0.39352960000002213
334,4209,angry,disgust,0.3490524999999707
335,4211,angry,neutral,0.5107795000000124
336,4214,angry,neutral,0.3599627000000396
337,4218,angry,neutral,0.4584626000000185
338,4229,angry,neutral,0.41304069999995363
339,4237,angry,angry,0.3592257000000245
340,423,angry,disgust,0.43687219999998206
341,4243,angry,angry,0.37915529999997943
342,4264,angry,angry,0.4301708000000417
343,4270,angry,angry,0.4036019000000124
344,4275,angry,angry,0.38816009999999324
345,4282,angry,angry,0.48640390000002753
346,4285,angry,angry,0.34071189999997387
347,4289,angry,angry,0.3837849000000233
348,4291,angry,happy,0.4085196000000906
349,4297,angry,angry,0.39045980000003055
350,4302,angry,neutral,0.4756277000000182
351,4380,angry,happy,0.3581556999999975
352,4381,angry,angry,0.4847294999999576
353,4396,angry,angry,0.47486689999993814
354,4399,angry,angry,0.4838124999999991
355,4402,angry,disgust,0.3758589999999913
356,4403,angry,neutral,0.3982719000000543
357,4405,angry,angry,0.44827859999998054
358,4415,angry,angry,0.36695049999991625
359,4420,angry,neutral,0.4947004000000561
360,4422,angry,disgust,0.3782687000000351
361,4429,angry,angry,0.4236615999999458
362,4432,angry,angry,0.4171579000000065
363,4482,angry,neutral,0.3745344000000159
364,4486,angry,angry,0.44918350000000373
365,4487,angry,disgust,0.3430435000000216
366,4507,angry,neutral,0.4165444000000207
367,4513,angry,angry,0.4018598000000111
368,4521,angry,sad,0.38895290000004934
369,453,angry,angry,0.47844770000006065
370,4541,angry,surprise,0.3388858999999229
371,4552,angry,angry,0.5004293999999163
372,4557,angry,neutral,0.37658589999989545
373,4580,angry,angry,0.4239211999999952
374,4633,angry,angry,0.40638960000001134
375,4644,angry,fear,0.3484709000000521
376,4651,angry,angry,0.6402692999999999
377,4664,angry,fear,0.3602564000000257
378,4676,angry,angry,0.5029303999999684
379,4699,angry,angry,0.36437439999997423
380,4729,angry,happy,0.47253440000008595
381,4779,angry,angry,0.41059979999999996
382,4788,angry,neutral,0.37178800000003775
383,4794,angry,disgust,0.4571602000000894
384,47,angry,angry,0.35313780000001316
385,4806,angry,angry,0.43812800000000607
386,4813,angry,angry,0.41683320000004187
387,4816,angry,angry,0.3973903999999493
388,4840,angry,sad,0.435979599999996
389,4842,angry,neutral,0.33758430000000317
390,4849,angry,neutral,0.45890860000008615
391,4890,angry,angry,0.40037630000006175
392,4896,angry,angry,0.43417329999999765
393,4898,angry,angry,0.45532920000005106
394,4899,angry,angry,0.35976210000001174
395,4901,angry,angry,0.4547483999999713
396,4902,angry,angry,0.3475359000000253
397,4915,angry,angry,0.41398549999996703
398,4938,angry,angry,0.4367224999999735
399,4958,angry,angry,0.44334969999999885
400,4969,angry,angry,0.3802752999999939
401,4973,angry,angry,0.3482632000000194
402,5019,angry,angry,0.42820340000002943
403,5025,angry,angry,0.40345059999992827
404,502,angry,angry,0.37790689999997085
405,5033,angry,neutral,0.45335709999994833
406,5044,angry,neutral,0.3398745000000645
407,5047,angry,fear,0.4449076000000787
408,5050,angry,surprise,0.38650250000000597
409,5067,angry,neutral,0.3744787999999062
410,506,angry,neutral,0.4510810000000447
411,5080,angry,angry,0.341929700000037
412,5082,angry,angry,0.4564266999999518
413,5096,angry,angry,0.37524840000003223
414,5097,angry,angry,0.39698090000001685
415,5101,angry,angry,0.4355563000000302
416,5107,angry,angry,0.360340400000041
417,5109,angry,disgust,0.47624359999997523
418,5119,angry,neutral,0.3835242999999764
419,5120,angry,neutral,0.42147049999994124
420,5123,angry,happy,0.4164657000000034
421,5151,angry,angry,0.3533251000000064
422,5169,angry,angry,0.4477029999999331
423,5182,angry,angry,0.3676550000000134
424,5191,angry,disgust,0.43117080000001806
425,519,angry,angry,0.4617435000000114
426,5202,angry,angry,0.3705239000000802
427,5210,angry,disgust,0.48557400000004236
428,5219,angry,angry,0.3507102000000941
429,5221,angry,angry,0.45684639999990395
430,5230,angry,sad,0.3817668000000367
431,527,angry,neutral,0.3793658999999252
432,5316,angry,angry,0.44728989999998703
433,532,angry,angry,0.3421474000000444
434,5347,angry,sad,0.4934782999999925
435,5351,angry,angry,0.3716147999999748
436,5356,angry,angry,0.44970890000001873
437,5363,angry,neutral,0.39779829999997673
438,5364,angry,angry,0.3595864999999776
439,536,angry,angry,0.5397375999999667
440,5372,angry,angry,0.3490712999999914
441,5373,angry,disgust,0.45643219999999474
442,5384,angry,angry,0.3819717999999739
443,5408,angry,angry,0.3829798000000437
444,541,angry,angry,0.4394439999999804
445,542,angry,surprise,0.3430779000000257
446,5434,angry,neutral,0.49639830000000984
447,5441,angry,angry,0.41660139999999046
448,5465,angry,angry,0.41306439999993927
449,5490,angry,disgust,0.42091949999996814
450,5492,angry,angry,0.4441158000000769
451,549,angry,disgust,0.4320254000000432
452,559,angry,neutral,0.46917120000000523
453,569,angry,angry,0.4454790000000912
454,576,angry,surprise,0.35504100000002836
455,588,angry,angry,0.4166057999999566
456,592,angry,angry,0.40996480000001156
457,599,angry,surprise,0.3538743000000295
458,608,angry,angry,0.46751050000000305
459,61,angry,angry,0.3649259000000029
460,628,angry,angry,0.4414418999999725
461,644,angry,neutral,0.41259039999999914
462,650,angry,angry,0.37960850000001756
463,654,angry,angry,0.4911812999999938
464,655,angry,neutral,0.3484720000000152
465,690,angry,neutral,0.4917221000000609
466,708,angry,sad,0.3846935000000258
467,715,angry,surprise,0.419623300000012
468,718,angry,sad,0.42990999999994983
469,727,angry,neutral,0.3544382999999698
470,739,angry,neutral,0.4362891999999192
471,740,angry,angry,0.3647755000000643
472,747,angry,neutral,0.4222929000000022
473,766,angry,neutral,0.4043689999999742
474,804,angry,angry,0.35272650000001704
475,807,angry,neutral,0.434293700000012
476,810,angry,angry,0.36471880000010515
477,830,angry,neutral,0.42628609999997025
478,846,angry,angry,0.45425749999992604
479,852,angry,angry,0.37453960000004827
480,859,angry,angry,0.5165177000000085
481,864,angry,angry,0.3382672000000184
482,870,angry,neutral,0.44921690000001036
483,873,angry,angry,0.38233119999995324
484,882,angry,disgust,0.38149970000006306
485,886,angry,angry,0.43851489999997284
486,890,angry,angry,0.3408946999999216
487,8,angry,angry,0.47029249999991407
488,901,angry,angry,0.367410800000016
489,919,angry,angry,0.39263219999998
490,921,angry,neutral,0.4523687000000791
491,929,angry,angry,0.3471369000000095
492,940,angry,angry,0.4337386999999353
493,946,angry,angry,0.40403860000003533
494,963,angry,disgust,0.38868330000002516
495,966,angry,neutral,0.41467130000000907
496,967,angry,angry,0.35148930000002565
497,975,angry,angry,0.4785031000000117
498,980,angry,angry,0.37930419999997866
499,996,angry,angry,0.4187167000000045
500,1003,disgust,angry,0.4380222000000913
501,1018,disgust,fear,0.35739220000004934
502,1062,disgust,angry,0.44757659999993393
503,1071,disgust,disgust,0.369051499999955
504,1130,disgust,angry,0.45571109999991677
505,1153,disgust,happy,0.410739299999932
506,1168,disgust,disgust,0.38935719999994944
507,1183,disgust,disgust,0.5059519000000137
508,1190,disgust,disgust,0.3468347000000449
509,1194,disgust,surprise,0.4797426999999743
510,1210,disgust,disgust,0.4669900000000098
511,1211,disgust,neutral,0.48836039999991954
512,1212,disgust,angry,0.3840074999999388
513,1215,disgust,disgust,0.4187762000000248
514,1223,disgust,happy,0.4249179999999342
515,1241,disgust,happy,0.3467099000000644
516,1247,disgust,sad,0.47990549999997256
517,1253,disgust,disgust,0.3623947000000953
518,1260,disgust,disgust,0.4369446999999127
519,1262,disgust,sad,0.4030501000000868
520,1273,disgust,disgust,0.3680958999999575
521,1274,disgust,angry,0.46102940000002945
522,1278,disgust,disgust,0.3396734000000379
523,1283,disgust,disgust,0.4446489000000611
524,1290,disgust,sad,0.4305590999999822
525,1312,disgust,neutral,0.37265510000008817
526,1313,disgust,happy,0.46313340000006065
527,1317,disgust,angry,0.34022570000001906
528,131,disgust,angry,0.4405305999999882
529,1324,disgust,disgust,0.39247580000005655
530,1355,disgust,angry,0.3860586999999214
531,1368,disgust,disgust,0.44014870000000883
532,1372,disgust,angry,0.3405168000000458
533,1377,disgust,disgust,0.4971649000000298
534,1396,disgust,sad,0.37558049999995546
535,1397,disgust,disgust,0.3880527000000029
536,142,disgust,happy,0.43268399999999474
537,1444,disgust,sad,0.37026590000004944
538,144,disgust,disgust,0.4523962999999185
539,1457,disgust,angry,0.37108470000009675
540,145,disgust,angry,0.39684220000003734
541,1473,disgust,disgust,0.445010600000046
542,1487,disgust,disgust,0.35560210000005554
543,148,disgust,surprise,0.4447632999999769
544,1494,disgust,disgust,0.35215580000010505
545,1498,disgust,disgust,0.3988200000000006
546,1499,disgust,neutral,0.4218562999999449
547,1511,disgust,sad,0.36561970000002475
548,1534,disgust,neutral,0.509320300000013
549,1546,disgust,neutral,0.3432311999999911
550,1552,disgust,neutral,0.48001460000000407
551,1555,disgust,angry,0.3844775000000027
552,1571,disgust,disgust,0.3835584999999355
553,1584,disgust,sad,0.45824849999996786
554,1592,disgust,disgust,0.34324900000001435
555,1615,disgust,angry,0.4446033000000398
556,1616,disgust,angry,0.3785383000000593
557,1654,disgust,disgust,0.3843409999999494
558,166,disgust,neutral,0.4456053000000111
559,1670,disgust,neutral,0.3438039000000117
560,1690,disgust,disgust,0.4743762999999035
561,1702,disgust,disgust,0.3884660999999596
562,1705,disgust,disgust,0.4227313999999751
563,1713,disgust,neutral,0.42197029999999813
564,1755,disgust,angry,0.3576479000000745
565,1766,disgust,angry,0.47723180000002685
566,1785,disgust,surprise,0.3634819000000107
567,178,disgust,surprise,0.4254637999999886
568,1795,disgust,angry,0.45158789999993587
569,1796,disgust,surprise,0.4384917999999516
570,1799,disgust,disgust,0.4418342000000166
571,1805,disgust,neutral,0.35739509999996244
572,1818,disgust,disgust,0.4855060999999523
573,1822,disgust,happy,0.4124469000000772
574,183,disgust,angry,0.43952649999994264
575,1853,disgust,disgust,0.4884721000000809
576,1882,disgust,disgust,0.453533400000083
577,1915,disgust,disgust,0.4606954000000769
578,1926,disgust,surprise,0.5231870999999728
579,1930,disgust,neutral,0.41692139999997835
580,1951,disgust,sad,0.3635235000000421
581,1957,disgust,sad,0.5508214999999836
582,1966,disgust,angry,0.377044000000069
583,1969,disgust,disgust,0.4845612000000301
584,2002,disgust,neutral,0.4030597000000853
585,2016,disgust,surprise,0.40823890000001484
586,2018,disgust,disgust,0.4527193999999781
587,2024,disgust,angry,0.34688979999998537
588,2029,disgust,sad,0.46003319999999803
589,2030,disgust,angry,0.367924099999982
590,2035,disgust,disgust,0.4744179000000486
591,2038,disgust,angry,0.4125228000000334
592,2040,disgust,happy,0.37201599999991686
593,2043,disgust,disgust,0.45315500000003794
594,2050,disgust,surprise,0.34250650000001315
595,2052,disgust,disgust,0.42702569999994466
596,206,disgust,happy,0.39746070000001055
597,2074,disgust,angry,0.3656783000000132
598,2084,disgust,angry,0.4707806999999775
599,2107,disgust,disgust,0.34183489999998073
600,2118,disgust,angry,0.4389406999999892
601,2120,disgust,happy,0.40087500000004184
602,2123,disgust,sad,0.404996800000049
603,2128,disgust,sad,0.49811639999995805
604,2129,disgust,disgust,0.3485193999999865
605,2146,disgust,disgust,0.45646739999995134
606,2150,disgust,disgust,0.371950599999991
607,2151,disgust,neutral,0.4118019000000004
608,2162,disgust,neutral,0.43136420000007547
609,2165,disgust,angry,0.3807189000000335
610,2176,disgust,angry,0.4497761000000082
611,2186,disgust,disgust,0.34231179999994765
612,2190,disgust,disgust,0.42560390000005555
613,2211,disgust,disgust,0.46152150000000347
614,2215,disgust,disgust,0.4179299999999557
615,2231,disgust,disgust,0.44167079999999714
616,2244,disgust,angry,0.354974699999957
617,2251,disgust,disgust,0.5040240000000722
618,2289,disgust,neutral,0.36728119999997944
619,2307,disgust,disgust,0.4888459999999668
620,2321,disgust,disgust,0.39530330000002323
621,2324,disgust,disgust,0.40734580000003007
622,2325,disgust,disgust,0.45252640000001065
623,2341,disgust,disgust,0.3414622999999892
624,2369,disgust,neutral,0.45699949999993805
625,2371,disgust,angry,0.3974866999999449
626,238,disgust,angry,0.39000700000008237
627,2395,disgust,disgust,0.45957079999993766
628,2411,disgust,disgust,0.3737731999999596
629,2423,disgust,angry,0.5012145000000601
630,2444,disgust,neutral,0.34933860000001005
631,2461,disgust,disgust,0.4687450000000126
632,2464,disgust,neutral,0.38781860000005963
633,246,disgust,neutral,0.37957510000001093
634,2485,disgust,sad,0.4789524000000256
635,2488,disgust,disgust,0.34329669999999624
636,2491,disgust,neutral,0.5027294999999867
637,2501,disgust,disgust,0.4457270000000335
638,2503,disgust,happy,0.4797267000000147
639,2519,disgust,disgust,0.40059389999998984
640,2524,disgust,disgust,0.3900025000000369
641,2528,disgust,disgust,0.45358039999996436
642,2531,disgust,angry,0.34858859999997094
643,2545,disgust,fear,0.45205559999999423
644,2552,disgust,disgust,0.3836561000000529
645,2569,disgust,disgust,0.3954812999999149
646,2590,disgust,neutral,0.4279219000000012
647,2602,disgust,happy,0.34952240000006896
648,2623,disgust,angry,0.463871499999982
649,2635,disgust,disgust,0.35883639999997285
650,2644,disgust,angry,0.3949863999999934
651,2655,disgust,angry,0.4628417000000127
652,2667,disgust,fear,0.3641658000000234
653,2677,disgust,disgust,0.4896238999999696
654,2700,disgust,disgust,0.3535299999999779
655,2710,disgust,sad,0.46647760000007565
656,2722,disgust,angry,0.40304809999997815
657,2725,disgust,disgust,0.3832147000000532
658,2727,disgust,sad,0.49028580000003785
659,2728,disgust,neutral,0.3533858999999211
660,2736,disgust,surprise,0.48135450000006585
661,2739,disgust,disgust,0.3731661000000486
662,2743,disgust,angry,0.4136682999999266
663,2751,disgust,disgust,0.4576241999999411
664,2770,disgust,angry,0.3836370999999872
665,2773,disgust,disgust,0.552889499999992
666,2795,disgust,disgust,0.3492267000000311
667,2800,disgust,angry,0.4775601999999708
668,2802,disgust,angry,0.36263049999990926
669,2814,disgust,surprise,0.4244002000000364
670,2817,disgust,angry,0.4261735000000044
671,2820,disgust,sad,0.3866421000000173
672,2846,disgust,angry,0.47596360000000004
673,2854,disgust,disgust,0.3468649999999798
674,2867,disgust,disgust,0.4467916000000969
675,2869,disgust,happy,0.3939203999999563
676,286,disgust,neutral,0.3754677999999103
677,2877,disgust,disgust,0.45992679999994834
678,2878,disgust,disgust,0.3379436999999825
679,2880,disgust,angry,0.4292954999999665
680,2882,disgust,disgust,0.41344230000004245
681,289,disgust,disgust,0.4065159000000449
