,Imagem,FEX-esperada,FEX-detectada,time
223,2305,angry,disgust,0.5075860010000497
224,1756,angry,angry,0.5060831970000663
225,2260,angry,disgust,0.5146699480000052
226,975,angry,angry,0.5070902749999959
227,1366,angry,angry,0.5062499269999989
228,4099,angry,angry,0.5048604539999815
229,4552,angry,angry,0.5057878379999465
230,120,angry,angry,0.5060612060000267
231,5033,angry,neutral,0.5052536910000072
232,2516,angry,angry,0.5055354400000169
233,3805,angry,neutral,0.506158576999951
234,367,angry,angry,0.5047754789999317
235,3107,angry,angry,0.5060343569999759
236,2785,angry,angry,0.5273653159999867
237,3177,angry,angry,0.5081514110000853
238,4218,angry,neutral,0.5075322199999164
239,2421,angry,angry,0.5065280280000479
240,4794,angry,disgust,0.5056828120000318
241,2359,angry,neutral,0.506195641999966
242,3934,angry,angry,0.506350866000048
243,5067,angry,neutral,0.5063260630000741
244,3359,angry,angry,0.5056358799999998
245,4633,angry,angry,0.5060160140000107
246,1064,angry,disgust,0.5058808530000078
247,5219,angry,angry,0.5039282999999841
248,559,angry,neutral,0.5066503730000704
249,1742,angry,angry,0.5066068099999939
250,2214,angry,angry,0.5062509410000757
251,2823,angry,angry,0.5067719940000188
252,5109,angry,disgust,0.5082700579999937
253,5107,angry,angry,0.5062586340000053
254,592,angry,angry,0.5042920449999428
255,3657,angry,angry,0.5077396950000548
256,859,angry,angry,0.5326026630000342
257,588,angry,angry,0.5085421740000129
258,655,angry,neutral,0.5073558029999958
259,2889,angry,angry,0.5069893789999469
260,4420,angry,neutral,0.5055995019999955
261,1567,angry,neutral,0.507262489000027
262,2031,angry,angry,0.505641632999982
263,536,angry,angry,0.505535137000038
264,4180,angry,angry,0.5058550200000127
265,2894,angry,angry,0.5061090560000139
266,3433,angry,angry,0.5053155489999881
267,2612,angry,angry,0.5053243950000024
268,4651,angry,angry,0.5048478319999958
269,2286,angry,disgust,0.5056796129999839
270,946,angry,angry,0.50726750299998
271,4270,angry,angry,0.5061240610000368
272,1863,angry,neutral,0.5065519799999265
273,5101,angry,angry,0.5061760239999558
274,3825,angry,angry,0.5053877020000073
275,4507,angry,neutral,0.513848049000103
276,747,angry,neutral,0.5121924540000009
277,415,angry,angry,0.5066123290000633
278,15,angry,angry,0.5056342379999705
279,3858,angry,angry,0.5071911369999498
280,3465,angry,surprise,0.5046684750000168
281,304,angry,angry,0.5061470319999444
282,332,angry,surprise,0.5059155659999988
283,2916,angry,angry,0.506959598000094
284,2999,angry,neutral,0.5058018480000328
285,921,angry,neutral,0.5057187529999965
286,5356,angry,angry,0.5038993739999569
287,2183,angry,neutral,0.5060008959999323
288,3537,angry,fear,0.5050175430000081
289,3417,angry,angry,0.506306628999937
290,3040,angry,neutral,0.5062196289999292
291,3562,angry,angry,0.5053938549999657
292,199,angry,neutral,0.5037123450000536
293,3930,angry,neutral,0.503125520000026
294,5050,angry,surprise,0.5052601500000264
295,3926,angry,angry,0.5274258400000917
296,1357,angry,angry,0.5059612040000729
297,2570,angry,angry,0.5057007549999071
298,5441,angry,angry,0.5052329819999386
299,2014,angry,angry,0.5051470969999627
300,423,angry,disgust,0.50578624700006
301,5182,angry,angry,0.5057992250000325
302,2495,angry,angry,0.5061050869999235
303,4282,angry,angry,0.5060218209999903
304,1698,angry,angry,0.5059796839999535
305,569,angry,angry,0.5047952049999367
306,1434,angry,angry,0.5032034640000802
307,830,angry,neutral,0.5060429170000589
308,2102,angry,angry,0.5091288440000881
309,3186,angry,angry,0.5060761420000972
310,2367,angry,fear,0.505803478999951
311,1236,angry,angry,0.5051060419999658
312,3522,angry,angry,0.5042164679999814
313,1344,angry,angry,0.5056790490000367
314,1345,angry,angry,0.5058472719999827
315,4422,angry,disgust,0.5284027919999517
316,3162,angry,angry,0.5066770880000604
317,3496,angry,surprise,0.5079119569999193
318,502,angry,angry,0.5057387049999988
319,2334,angry,sad,0.5052761399999781
320,3307,angry,angry,0.5055255319999787
321,5123,angry,happy,0.5059328660000801
322,1639,angry,angry,0.5090511910000259
323,3904,angry,neutral,0.5056620670000029
324,2888,angry,sad,0.5051837199999909
325,4557,angry,neutral,0.503471740000009
326,807,angry,neutral,0.5064574780000157
327,3324,angry,surprise,0.506014534999963
328,2617,angry,angry,0.5042480060000116
329,2139,angry,angry,0.5060409349999873
330,4297,angry,angry,0.5065516319999688
331,383,angry,angry,0.5055697200000395
332,2679,angry,neutral,0.5065443270000287
333,2966,angry,surprise,0.5071149959999275
334,2386,angry,angry,0.5063757670000086
335,3305,angry,angry,0.5219935680000845
336,644,angry,neutral,0.505237674
337,3421,angry,angry,0.5053670270000339
338,4399,angry,angry,0.506837905999987
339,1112,angry,angry,0.5051554059999717
340,2228,angry,neutral,0.5041002469999967
341,5025,angry,angry,0.503858895999997
342,4813,angry,angry,0.5060292160000017
343,4899,angry,angry,0.5060823230001006
344,3913,angry,fear,0.5064127939999707
345,2310,angry,angry,0.5050494379999009
346,650,angry,angry,0.506286206000027
347,8,angry,angry,0.5071756309999955
348,2451,angry,angry,0.5062728840000545
349,2593,angry,angry,0.5056657060000589
350,2549,angry,angry,0.5060604550000107
351,2670,angry,fear,0.506788848000042
352,4902,angry,angry,0.5068912970000383
353,2175,angry,angry,0.5038562130000628
354,336,angry,angry,0.5281158060000735
355,4664,angry,fear,0.5061436729999969
356,727,angry,neutral,0.5066297280000072
357,1222,angry,angry,0.5063775270000406
358,1404,angry,angry,0.507191239000008
359,1757,angry,angry,0.5066169560000162
360,1566,angry,angry,0.505130662000056
361,1481,angry,neutral,0.5059041030000344
362,4403,angry,neutral,0.5059943850000082
363,506,angry,neutral,0.5081450999999788
364,2792,angry,neutral,0.5065797930000144
365,3349,angry,happy,0.5055192649999753
366,3096,angry,sad,0.5049396570000226
367,3122,angry,angry,0.5034681530000853
368,356,angry,neutral,0.5052441990000034
369,3507,angry,disgust,0.5053604129999485
370,4285,angry,angry,0.5052569869999388
371,4081,angry,neutral,0.5052144080000289
372,1135,angry,fear,0.5043724980000661
373,3024,angry,neutral,0.5043457650000391
374,2093,angry,angry,0.5303507440000885
375,3192,angry,neutral,0.5071362759999829
376,4676,angry,angry,0.5057787810000036
377,852,angry,angry,0.5060801629999787
378,3002,angry,surprise,0.5059362599999986
379,5230,angry,sad,0.5052784780000366
380,3429,angry,angry,0.5034907429999294
381,5119,angry,neutral,0.5059685479999416
382,3634,angry,neutral,0.5068179479999344
383,2618,angry,angry,0.5064994900000102
384,3213,angry,angry,0.5060066149999329
385,1880,angry,disgust,0.5066321970000445
386,3353,angry,angry,0.505247068000017
387,3955,angry,neutral,0.5063437420000128
388,628,angry,angry,0.504665378000027
389,3531,angry,angry,0.506256401000087
390,2610,angry,angry,0.5065656990000207
391,3648,angry,angry,0.5066052880000598
392,5047,angry,fear,0.5049443299999439
393,3426,angry,neutral,0.5040398579999419
394,1816,angry,neutral,0.5245939359999738
395,2358,angry,neutral,0.5068622300000243
396,739,angry,neutral,0.505085409000003
397,3880,angry,neutral,0.506127255000024
398,2335,angry,neutral,0.5057573870000169
399,4275,angry,angry,0.5048055369999247
400,3384,angry,disgust,0.5048782479999545
401,5202,angry,angry,0.5061383830000068
402,2499,angry,angry,0.5057906200000843
403,3890,angry,angry,0.5078316700000869
404,5408,angry,angry,0.5065545450000855
405,2893,angry,disgust,0.5051887760000682
406,4211,angry,neutral,0.5047138019999693
407,2537,angry,angry,0.5061059679999289
408,1008,angry,angry,0.507330560000014
409,4699,angry,angry,0.5060927470000252
410,3406,angry,angry,0.5067511259999264
411,1492,angry,fear,0.5050400970000055
412,2509,angry,angry,0.5044168460000265
413,2339,angry,angry,0.5284744399999681
414,5019,angry,angry,0.5049300720000929
415,3833,angry,angry,0.5065296230000058
416,4482,angry,neutral,0.5057036399999788
417,2608,angry,disgust,0.505359881000004
418,2830,angry,angry,0.5061318210000536
419,3381,angry,sad,0.5260910849999618
420,3558,angry,angry,0.5056991390000576
421,4806,angry,angry,0.5067436760000419
422,3871,angry,angry,0.5058822700000292
423,3279,angry,neutral,0.5069377920000306
424,1020,angry,angry,0.5054027979999773
425,882,angry,disgust,0.5053150119999827
426,873,angry,angry,0.5073294269999451
427,3339,angry,neutral,0.505275000000097
428,1539,angry,angry,0.5028968009999062
429,2759,angry,angry,0.5051584629999297
430,2338,angry,sad,0.5068097040000339
431,3044,angry,sad,0.5050919120000117
432,2707,angry,sad,0.5054554619999863
433,4142,angry,angry,0.5279198960000713
434,4402,angry,disgust,0.5045962289999579
435,5097,angry,angry,0.5046964569999091
436,1961,angry,angry,0.5051749240000163
437,242,angry,angry,0.505491740000025
438,4028,angry,angry,0.5065976759999558
439,2336,angry,neutral,0.50610058999996
440,4816,angry,angry,0.5045610070000066
441,278,angry,sad,0.5035794159999796
442,3629,angry,angry,0.5057501259999526
443,4405,angry,angry,0.5062244189999774
444,2797,angry,neutral,0.5066388360000929
445,3607,angry,sad,0.505504162999955
446,2555,angry,angry,0.5059798940000064
447,2382,angry,neutral,0.5034484359999851
448,1921,angry,disgust,0.5052836879999631
449,1666,angry,surprise,0.5113434749999897
450,5363,angry,neutral,0.5069784769999615
451,2750,angry,angry,0.5061853290000045
452,4644,angry,fear,0.5144158629999538
453,3471,angry,angry,0.5141425780000191
454,137,angry,angry,0.5037257689999706
455,3198,angry,angry,0.5066344460000209
456,2540,angry,angry,0.5118497949999892
457,2149,angry,angry,0.5059117990000459
458,1420,angry,fear,0.5067621010000494
459,47,angry,angry,0.5048690539999825
460,2620,angry,angry,0.5048850550000452
461,3269,angry,angry,0.5057261299999709
462,5044,angry,neutral,0.5064683309999509
463,766,angry,neutral,0.5044934459999695
464,2408,angry,angry,0.506727858999966
465,1917,angry,angry,0.5057445559999678
466,3547,angry,surprise,0.5037816359999852
467,3318,angry,angry,0.5049427229999992
468,1628,angry,angry,0.5047063099999605
469,4840,angry,sad,0.505740524000089
470,61,angry,angry,0.5058589190000475
471,2731,angry,angry,0.5052285729999539
472,2639,angry,angry,0.5263592219999964
473,2777,angry,disgust,0.5047142970000777
474,4396,angry,angry,0.5068137839999736
475,4015,angry,disgust,0.505631648000076
476,4842,angry,neutral,0.5077226900000369
477,317,angry,angry,0.5075252550000187
478,519,angry,angry,0.5060991650000233
479,5373,angry,disgust,0.5050266199999669
480,810,angry,angry,0.503075188999901
481,1476,angry,surprise,0.5059021179999945
482,4513,angry,angry,0.5062877529999241
483,3499,angry,neutral,0.5058195699999715
484,1802,angry,angry,0.5056005909999612
485,3246,angry,angry,0.505475578999949
486,176,angry,angry,0.5081843079999544
487,1094,angry,neutral,0.5055224539999017
488,4541,angry,surprise,0.5068883989999904
489,4243,angry,angry,0.5047987830000693
490,2245,angry,disgust,0.5063158640000438
491,1934,angry,angry,0.5059743969999317
492,2605,angry,surprise,0.5254953049999358
493,5191,angry,disgust,0.5025952349999443
494,3504,angry,sad,0.5051358949999667
495,1800,angry,surprise,0.5063159090000227
496,3523,angry,neutral,0.5115907890000244
497,3533,angry,disgust,0.5053787040000088
498,3635,angry,angry,0.5054222859999982
499,3821,angry,angry,0.5042026700000406
500,5186,disgust,disgust,0.5056110809999836
501,5244,disgust,disgust,0.5065358279999828
502,748,disgust,happy,0.5058376979999366
503,2151,disgust,neutral,0.5063475819999894
504,2677,disgust,disgust,0.5082516339999756
505,4979,disgust,angry,0.5048055290000093
506,4728,disgust,sad,0.5504149029999326
507,3415,disgust,angry,0.5056829870000001
508,3271,disgust,disgust,0.5065973979999399
509,4577,disgust,angry,0.5057258570000158
510,305,disgust,angry,0.5058415369999238
511,3081,disgust,disgust,0.522573943999987
512,429,disgust,disgust,0.5041156620000038
513,5426,disgust,neutral,0.5027522039999894
514,4170,disgust,sad,0.506284810000011
515,1457,disgust,angry,0.5079092390000142
516,626,disgust,neutral,0.5054284450000068
517,2743,disgust,angry,0.5054191119999132
518,467,disgust,surprise,0.5053657949999888
519,4068,disgust,disgust,0.5049921949999998
520,5157,disgust,angry,0.5058578559999205
521,5042,disgust,neutral,0.5070637079999187
522,1795,disgust,angry,0.5065502539999898
523,3005,disgust,disgust,0.5064463179999166
524,5483,disgust,angry,0.5055755570000429
525,789,disgust,fear,0.5047167779999882
526,4444,disgust,neutral,0.5041745830000082
527,2395,disgust,disgust,0.5052395290000504
528,2501,disgust,disgust,0.5043277830000079
529,3814,disgust,disgust,0.504992776999984
530,3715,disgust,disgust,0.5064266489999909
531,4269,disgust,angry,0.5281961499999852
532,1853,disgust,disgust,0.5066411520000429
533,4823,disgust,happy,0.506615676000024
534,1755,disgust,angry,0.505413398000087
535,1487,disgust,disgust,0.5066287549999515
536,666,disgust,disgust,0.5052760330000865
537,5332,disgust,sad,0.5057132249999086
538,3119,disgust,disgust,0.5071734760000481
539,4185,disgust,disgust,0.5058519819999674
540,4427,disgust,sad,0.5055812010000409
541,5143,disgust,sad,0.5042461239999056
542,4685,disgust,disgust,0.5060575599999311
543,4957,disgust,angry,0.5067940740000267
544,4450,disgust,disgust,0.5061696019999999
545,4946,disgust,surprise,0.5061402490000546
546,2128,disgust,sad,0.505012693000026
547,3458,disgust,neutral,0.5039732090000371
548,818,disgust,happy,0.5055636659999436
549,712,disgust,neutral,0.5049299360000532
550,4387,disgust,angry,0.5062426939999796
551,3243,disgust,neutral,0.5271055110000589
552,3713,disgust,disgust,0.5047901309999361
553,468,disgust,happy,0.504531027999974
554,131,disgust,angry,0.5037580350000326
555,2846,disgust,angry,0.5052341729999625
556,300,disgust,disgust,0.5059210370000073
557,2307,disgust,disgust,0.5058138529999496
558,4128,disgust,disgust,0.5048381920000793
559,3153,disgust,angry,0.5061178580000387
560,4499,disgust,disgust,0.5038614820000475
561,3835,disgust,disgust,0.5048133459999917
562,289,disgust,disgust,0.5064553810000234
563,314,disgust,disgust,0.5060799919999681
564,3702,disgust,angry,0.5070131690000608
565,2341,disgust,disgust,0.505240841999921
566,2491,disgust,neutral,0.5040133699999387
567,206,disgust,happy,0.5044603709999365
568,4035,disgust,surprise,0.5071146330000147
569,4111,disgust,disgust,0.5051820339999722
570,601,disgust,angry,0.517113878000032
571,5081,disgust,angry,0.5131324910000785
572,3684,disgust,disgust,0.5047573010000406
573,148,disgust,surprise,0.5048272310000357
574,1190,disgust,disgust,0.5059632229999806
575,178,disgust,surprise,0.5053424599999516
576,3675,disgust,fear,0.5049264169999788
577,5486,disgust,disgust,0.5061078990000851
578,2050,disgust,surprise,0.5066410309999583
579,2802,disgust,angry,0.5037875209999356
580,992,disgust,angry,0.504946364000034
581,2162,disgust,neutral,0.5049530070000401
582,2973,disgust,angry,0.5067706860000953
583,1396,disgust,sad,0.505500637999944
584,1473,disgust,disgust,0.5059587519999695
585,2590,disgust,neutral,0.5052261880000515
586,2545,disgust,fear,0.5045930960000078
587,3344,disgust,disgust,0.5043438919999517
588,4043,disgust,disgust,0.506475346000002
589,2736,disgust,surprise,0.5051531410000507
590,355,disgust,disgust,0.525349948999974
591,792,disgust,disgust,0.5048719590000701
592,3021,disgust,surprise,0.5052121409999017
593,5009,disgust,sad,0.5045072740000478
594,685,disgust,angry,0.5065726370000903
595,2710,disgust,sad,0.5060413379999318
596,2882,disgust,disgust,0.5115050440000459
597,776,disgust,disgust,0.5060101440000153
598,700,disgust,disgust,0.5067327589999877
599,4361,disgust,disgust,0.5051077829999713
600,3239,disgust,angry,0.5071198359999016
601,2043,disgust,disgust,0.5043425309999066
602,246,disgust,neutral,0.507496958000047
603,2800,disgust,angry,0.5056459400000222
604,5393,disgust,disgust,0.5054611489999843
605,5385,disgust,angry,0.5050811480000448
606,2461,disgust,disgust,0.5059074850000798
607,5274,disgust,disgust,0.5049380850000489
608,4076,disgust,disgust,0.5057633839999198
609,1882,disgust,disgust,0.5071293060000244
610,1915,disgust,disgust,0.5282122190000109
611,2084,disgust,angry,0.5058895670000538
612,2030,disgust,angry,0.5041316280000956
613,3902,disgust,angry,0.5043020170001
614,3248,disgust,disgust,0.5064369990000159
615,2176,disgust,angry,0.5057222030000048
616,3570,disgust,neutral,0.5060490110000728
617,1355,disgust,angry,0.5064640919999874
618,1247,disgust,sad,0.5041469399999414
619,885,disgust,angry,0.505044243000043
620,2123,disgust,sad,0.5065573269999959
621,4315,disgust,disgust,0.5047928630000342
622,4161,disgust,happy,0.5085561329999564
623,3741,disgust,angry,0.5053961069999104
624,389,disgust,neutral,0.5076102209999362
625,5456,disgust,angry,0.5049202569999807
626,4755,disgust,disgust,0.5070847880000429
627,4931,disgust,happy,0.5057737370000268
628,2129,disgust,disgust,0.5039322379999476
629,2925,disgust,angry,0.5067757150000034
630,5227,disgust,disgust,0.5204390269999521
631,366,disgust,disgust,0.5059073820000322
632,5425,disgust,surprise,0.5061500760000399
633,539,disgust,angry,0.5066648579999082
634,2120,disgust,happy,0.5066193510000403
635,4994,disgust,disgust,0.5053089479999926
636,3567,disgust,disgust,0.505235846000005
637,5367,disgust,disgust,0.5057220280000365
638,758,disgust,angry,0.5070570660000158
639,5406,disgust,neutral,0.5074711620000016
640,1785,disgust,surprise,0.503661981999926
641,4734,disgust,disgust,0.5030302530000199
642,2602,disgust,happy,0.5063081979999424
643,2623,disgust,angry,0.5066128550000712
644,618,disgust,angry,0.5066940240000122
645,434,disgust,happy,0.506499528000063
646,3940,disgust,disgust,0.5064660139998978
647,4825,disgust,disgust,0.5044871379999449
648,1253,disgust,disgust,0.5051887189999889
649,2369,disgust,neutral,0.5271817079999437
650,786,disgust,disgust,0.5050561750000497
651,5487,disgust,fear,0.5064511769999172
652,3414,disgust,disgust,0.5051483580000422
653,1317,disgust,angry,0.5036643990000584
654,4548,disgust,disgust,0.5023678599999357
655,560,disgust,disgust,0.5064079179999226
656,2644,disgust,angry,0.5067945470000268
657,4306,disgust,sad,0.5062393590000056
658,962,disgust,disgust,0.505983350000065
659,4075,disgust,happy,0.5061824210000623
660,2321,disgust,disgust,0.5034533359998932
661,4951,disgust,disgust,0.5060671599999296
662,2919,disgust,disgust,0.5058913399999483
663,2667,disgust,fear,0.5050077460000466
664,3263,disgust,disgust,0.5052588890000607
665,295,disgust,neutral,0.5062523110000257
666,902,disgust,angry,0.5046692690000327
667,3658,disgust,disgust,0.5049642269999595
668,451,disgust,disgust,0.515989181000009
669,1822,disgust,happy,0.5262385510000058
670,1444,disgust,sad,0.5053850909999937
671,3110,disgust,disgust,0.5056941340000094
672,3769,disgust,angry,0.5054885380000087
673,3541,disgust,sad,0.5047739699999738
674,2880,disgust,angry,0.5056360100001029
675,474,disgust,angry,0.5065418520000549
676,3822,disgust,disgust,0.5052663599999505
677,2910,disgust,neutral,0.505382657000041
678,814,disgust,angry,0.5047326639999028
679,5479,disgust,disgust,0.505269903999988
680,1130,disgust,angry,0.504980193999927
681,3497,disgust,neutral,0.5064042920000702
682,4106,disgust,disgust,0.506134993000046
683,2190,disgust,disgust,0.5055172559999619
684,5266,disgust,angry,0.5057585409999774
685,1212,disgust,angry,0.512613492000014
