image,labelled_expression,detected_expression,time
2090,angry,angry,0.23702682400016784
2305,angry,angry,0.21274598399986644
919,angry,sad,0.20355072900019877
608,angry,fear,0.22518892399966717
3607,angry,angry,0.21858442500024466
2175,angry,angry,0.22398860200019044
2823,angry,neutral,0.21181929399972432
4938,angry,angry,0.20956068900022728
2750,angry,angry,0.20203409099985947
1097,angry,sad,0.18756434299984903
1302,angry,angry,0.23351782300005652
2386,angry,sad,0.1948777549996521
2031,angry,neutral,0.190916862999984
4180,angry,sad,0.20045195200009402
3471,angry,fear,0.21654739400037215
207,angry,sad,0.23353580399998464
1455,angry,fear,0.239604725999925
1860,angry,angry,0.22715132299981633
2336,angry,neutral,0.2462578009999561
592,angry,surprise,0.2183910339999784
1357,angry,sad,0.24530936900009692
3558,angry,neutral,0.1964933369999926
3215,angry,neutral,0.19655933800004277
1783,angry,neutral,0.23376634199985347
2435,angry,happy,0.22287166899968724
940,angry,angry,0.2174767689998589
3904,angry,sad,0.1908631390001574
2246,angry,angry,0.19423428699974465
3433,angry,angry,0.19562733200018556
2618,angry,angry,0.22781727199981106
1900,angry,sad,0.23178159000008236
380,angry,disgust,0.24310155999955896
5044,angry,neutral,0.19701421099989602
4788,angry,neutral,0.23196921999988263
882,angry,angry,0.2386079240000072
1440,angry,sad,0.21357839500024056
3709,angry,angry,0.19359304299996438
3024,angry,fear,0.23532540499991228
1566,angry,neutral,0.22524809000015011
1135,angry,fear,0.21388930399962192
4100,angry,sad,0.1927453160001278
5033,angry,happy,0.24635848600019017
3461,angry,neutral,0.19275513100001263
1344,angry,angry,0.23185916300008103
532,angry,happy,0.19753343499996845
2612,angry,neutral,0.23138773499977106
4122,angry,fear,0.23725500799992005
2202,angry,sad,0.23048408199974801
3107,angry,neutral,0.24852486800000406
708,angry,fear,0.1997561329999371
2884,angry,angry,0.19926885199993194
4432,angry,sad,0.2296853180000653
3096,angry,neutral,0.18742865600006553
3424,angry,neutral,0.21833279200018296
2631,angry,angry,0.20047976600017137
2591,angry,fear,0.21261050099974454
3395,angry,fear,0.2243038069996146
5373,angry,happy,0.2306217860000288
4405,angry,angry,0.2325333519997912
5123,angry,fear,0.23478169800000614
5465,angry,fear,0.22162290300002496
4029,angry,neutral,0.20323585500000263
2360,angry,sad,0.22896520199992665
3991,angry,angry,0.20739080500015916
2670,angry,fear,0.2273802119998436
412,angry,angry,0.22506684699965263
4396,angry,neutral,0.2211546769999586
243,angry,sad,0.19708958100000018
1404,angry,angry,0.23736497199979567
2549,angry,fear,0.2205139509997025
2777,angry,happy,0.19730158100037443
1757,angry,neutral,0.2107904339995912
3192,angry,neutral,0.22473658600029012
1064,angry,fear,0.22032833999992363
120,angry,sad,0.23036322899997685
2888,angry,fear,0.19738297000003513
2245,angry,sad,0.18987117000006037
1364,angry,angry,0.19636115000002974
1628,angry,neutral,0.21646650299999237
3138,angry,neutral,0.23141173399972104
5441,angry,fear,0.22516568099990764
1367,angry,sad,0.2215899569996509
3757,angry,neutral,0.23081197099963902
727,angry,sad,0.23715487700019366
4664,angry,sad,0.2205652289999307
2600,angry,disgust,0.21741389700036962
4302,angry,sad,0.2231745399999454
4898,angry,neutral,0.2593854089996057
966,angry,fear,0.223956932999954
2892,angry,neutral,0.2254343479999079
1231,angry,sad,0.22667905900016194
4580,angry,angry,0.22761200900004042
3648,angry,angry,0.2247149189997799
242,angry,angry,0.21525438399976338
4429,angry,angry,0.20678455999996004
3618,angry,fear,0.24299507600017023
3753,angry,sad,0.1974172099999123
2797,angry,sad,0.24598138900000777
1345,angry,angry,0.21923888799983615
4081,angry,sad,0.23517912500028615
453,angry,angry,0.22621881600025517
2624,angry,angry,0.21631242700004805
1639,angry,neutral,0.22427697100010846
2228,angry,neutral,0.24482184500038784
975,angry,disgust,0.2037777279997499
3955,angry,happy,0.18754280299981474
3811,angry,angry,0.1949609559997043
3507,angry,angry,0.19895820100009587
4899,angry,angry,0.18927783199978876
5316,angry,sad,0.23489371599998776
5221,angry,sad,0.22072450699988622
5363,angry,fear,0.24574762799966265
3547,angry,neutral,0.2426682959999198
1932,angry,neutral,0.2362985380000282
527,angry,neutral,0.1978697499998816
3381,angry,angry,0.21691311500035226
946,angry,fear,0.2272361909999745
3429,angry,neutral,0.24180803199988077
4420,angry,fear,0.24688281899989306
4058,angry,angry,0.2387087919996702
4067,angry,angry,0.19645200100012516
1698,angry,angry,0.22428936000005706
1481,angry,angry,0.23959303699984957
3040,angry,neutral,0.23605037000015727
4521,angry,sad,0.19870634600010817
2047,angry,angry,0.18992313099988678
5120,angry,neutral,0.1895181289996799
3871,angry,angry,0.2206086910000522
3339,angry,neutral,0.22143754700027785
519,angry,angry,0.18740872900025352
1238,angry,angry,0.21711883800026044
852,angry,neutral,0.223716505000084
4115,angry,sad,0.20995268700016823
559,angry,neutral,0.23306546399999206
4033,angry,sad,0.18643053799996778
4842,angry,happy,0.21336168700008784
5109,angry,fear,0.22359305899999526
1420,angry,surprise,0.2434921150002083
3537,angry,fear,0.1946399720000045
886,angry,sad,0.21949872200002574
270,angry,fear,0.21328103899986672
3421,angry,angry,0.19429389600009017
5019,angry,fear,0.21283688800031086
2334,angry,sad,0.2131582970000636
4896,angry,happy,0.23637938900037625
3416,angry,angry,0.19811623199984751
2421,angry,angry,0.1879275639998923
1539,angry,sad,0.19861569700015025
1094,angry,sad,0.23301998199985974
2001,angry,sad,0.19348163199992996
4218,angry,angry,0.21285331399985807
3417,angry,neutral,0.2557137009998769
5408,angry,angry,0.22339213200029917
4651,angry,sad,0.24628433299994867
47,angry,sad,0.22255047899989222
3738,angry,fear,0.22165751099964837
1328,angry,happy,0.24678089100007128
3401,angry,sad,0.2611736189996918
1118,angry,angry,0.18561990299986064
304,angry,sad,0.2084675299997798
4291,angry,sad,0.2248031029998856
1863,angry,neutral,0.18679155700010597
3229,angry,neutral,0.2368013170002996
2762,angry,neutral,0.2610505809998358
1410,angry,happy,0.2229605550000997
3531,angry,sad,0.2178817489998437
4729,angry,happy,0.1906201339998006
2358,angry,sad,0.25338314999999056
3765,angry,angry,0.1977962299997671
1917,angry,sad,0.23059469000008903
2451,angry,angry,0.2259378310000102
383,angry,fear,0.22979046299997208
3426,angry,sad,0.20635614800039548
2338,angry,sad,0.21933977600019716
4381,angry,angry,0.22668800100018416
3825,angry,neutral,0.23637633299995287
2620,angry,neutral,0.24868308699979025
5191,angry,fear,0.19564534700020886
2639,angry,fear,0.20431402500025797
4816,angry,neutral,0.23221464300013395
3479,angry,sad,0.18700039200030005
386,angry,fear,0.23229645800029175
3307,angry,angry,0.22098721000020305
1589,angry,happy,0.23392881899962958
4633,angry,surprise,0.23592383000004702
2916,angry,angry,0.2217643809999572
1756,angry,fear,0.2373142819997156
3934,angry,neutral,0.2289954390003004
2889,angry,neutral,0.21478760099989813
2335,angry,neutral,0.2261927200001992
1742,angry,neutral,0.2547325450000244
5025,angry,angry,0.2370262620001995
3035,angry,neutral,0.24420504299996537
2286,angry,sad,0.22667474199988646
137,angry,sad,0.21209456700034934
1961,angry,disgust,0.2153143820000878
3522,angry,fear,0.22430626499999562
1802,angry,fear,0.22467263799990178
4275,angry,neutral,0.19873186299992085
2509,angry,disgust,0.219054290999793
5434,angry,disgust,0.19400530000029903
273,angry,happy,0.23651396200011732
3523,angry,neutral,0.23240684699976555
2088,angry,angry,0.21636185000033947
1133,angry,sad,0.2226365699998496
3504,angry,fear,0.2013015809998251
2382,angry,fear,0.2202256129999114
5490,angry,disgust,0.23607407000008607
4840,angry,fear,0.23412165299987464
3830,angry,neutral,0.19209621499976492
199,angry,neutral,0.2308631159999095
4813,angry,angry,0.23072470799979783
1236,angry,angry,0.24560745700000552
1735,angry,sad,0.23520634299984522
628,angry,fear,0.22346464800011745
4214,angry,fear,0.26018131499995434
549,angry,fear,0.21599210700014737
2342,angry,happy,0.23583919900011097
356,angry,neutral,0.18473335899989252
3633,angry,sad,0.19658068399985495
4552,angry,angry,0.20071726300011505
3591,angry,sad,0.21838847200024247
2310,angry,neutral,0.20772133899981782
2555,angry,fear,0.241287229000136
2785,angry,fear,0.21971359099961774
3880,angry,neutral,0.21487169400006678
4541,angry,sad,0.2245302289998108
3405,angry,angry,0.2170867609997913
3646,angry,neutral,0.19450326500009396
3064,angry,sad,0.2260375139999269
4973,angry,fear,0.2182740080002077
859,angry,fear,0.21632920199999717
4164,angry,angry,0.21732590999999957
5151,angry,angry,0.19707550200018886
3530,angry,sad,0.22820585999988907
1782,angry,neutral,0.23269273599998996
1814,angry,angry,0.2335315929999524
2537,angry,angry,0.222618476000207
739,angry,neutral,0.19098755999993955
4171,angry,neutral,0.25048794599979374
2768,angry,neutral,0.19839841600014552
1816,angry,sad,0.221156431000054
278,angry,sad,0.19446385699984603
3634,angry,sad,0.19273044000010486
5169,angry,neutral,0.2389376410001205
3213,angry,angry,0.18792965500006176
3805,angry,neutral,0.23731666899993797
536,angry,disgust,0.2805913719998898
2570,angry,neutral,0.25825930399969366
3562,angry,neutral,0.2372062240001469
2731,angry,angry,0.23800246899963895
4794,angry,neutral,0.2358029200004239
1656,angry,disgust,0.219555236999895
3353,angry,sad,0.19172324900000604
890,angry,angry,0.22496221099981994
5182,angry,neutral,0.24643957099988256
5050,angry,surprise,0.5450807279999026
332,angry,happy,0.24730881699997553
5202,angry,neutral,0.26477411699988807
747,angry,sad,0.24615692099996522
2608,angry,sad,0.23338698100042166
1800,angry,happy,0.2417025449999528
4422,angry,disgust,0.2161519399996905
1435,angry,neutral,0.2223746409999876
2408,angry,surprise,0.242392215000109
5347,angry,fear,0.23186315699967963
3349,angry,fear,0.23606866099999024
4007,angry,sad,0.23517354600016915
901,angry,fear,0.20177593500011426
1020,angry,happy,0.20238925200010272
2894,angry,angry,0.25031907399988995
5119,angry,neutral,0.21910906700031774
4901,angry,angry,0.25693862899970554
2429,angry,fear,0.23331751600017014
2367,angry,neutral,0.2005925019998358
4487,angry,angry,0.22971031099996253
3002,angry,surprise,0.22563660399964647
4644,angry,fear,0.19381350100002237
3359,angry,fear,0.23876945399979377
281,angry,angry,0.2022645110000667
2585,angry,angry,0.2722669180002413
740,angry,sad,0.2353915829999096
3198,angry,angry,0.19690268400017885
3305,angry,angry,0.22188708199973917
4915,angry,angry,0.21689112800004295
3533,angry,angry,0.18605329100000745
1771,angry,sad,0.20072189099983007
542,angry,fear,0.22409296500018172
644,angry,neutral,0.25919162299987875
3384,angry,fear,0.23245323399987683
2260,angry,sad,0.18843774900005883
2825,angry,neutral,0.19913662199996907
317,angry,angry,0.23324003399966386
3732,angry,neutral,0.1937210929995672
506,angry,neutral,0.23854419300005247
2102,angry,sad,0.18642525599989312
3635,angry,neutral,0.23411461300020164
5047,angry,sad,0.24056877800012444
4270,angry,sad,0.21846339600006104
3657,angry,angry,0.22190584099962507
1934,angry,sad,0.23421103900000162
1567,angry,neutral,0.19335570099974575
4142,angry,angry,0.21057852000012645
2759,angry,angry,0.18973810800025603
4028,angry,sad,0.23859469300032288
3926,angry,angry,0.22846434099983526
2308,angry,angry,0.18457906000003277
2605,angry,neutral,0.23023864600008892
15,angry,sad,0.19913999300024443
2966,angry,fear,0.2291874919997099
3451,angry,angry,0.2405431470001531
3330,angry,angry,0.22339527600024667
1112,angry,fear,0.23008868300030372
3496,angry,happy,0.2313916899997821
2359,angry,fear,0.22115020699993693
4211,angry,neutral,0.24227811999980986
4015,angry,surprise,0.19140093099986188
4890,angry,happy,0.22718977700014875
2402,angry,sad,0.19494272800011458
5351,angry,neutral,0.21960740199983775
655,angry,happy,0.21016577499995037
921,angry,fear,0.19409502000007706
804,angry,fear,0.23466894800003502
4557,angry,neutral,0.22252749200015387
4513,angry,happy,0.2246985050001058
2679,angry,neutral,0.22439387299982627
3269,angry,neutral,0.2267432749999898
870,angry,neutral,0.22119379900004787
2077,angry,angry,0.25608556699990004
4415,angry,angry,0.2152907109998523
3059,angry,sad,0.227014016999874
4127,angry,sad,0.22832909799990375
1485,angry,disgust,0.22540658200023245
1113,angry,angry,0.21509933900006217
2499,angry,neutral,0.2224812690001272
2592,angry,fear,0.2311268349999409
230,angry,neutral,0.23973301300020466
980,angry,neutral,0.2321356009997544
1476,angry,fear,0.1956719909999265
5082,angry,neutral,0.2340278510000644
1758,angry,neutral,0.23164054199969542
2610,angry,sad,0.21920467700010704
5372,angry,sad,0.2354803219996029
3194,angry,angry,0.22237402800010386
4297,angry,sad,0.20950869699981922
4958,angry,sad,0.22161820900009843
2149,angry,neutral,0.1851665439999124
1222,angry,happy,0.19041077600013523
1880,angry,sad,0.22550224800033902
3792,angry,neutral,0.21890904500014585
1492,angry,neutral,0.19533826699989731
4779,angry,angry,0.19072262999998202
3091,angry,fear,0.22043818299971463
4285,angry,fear,0.2475376669999605
3629,angry,neutral,0.22458798399975421
2058,angry,angry,0.21790857700034394
4099,angry,angry,0.22080168499996944
2737,angry,angry,0.22295473399981347
690,angry,sad,0.23897123000006104
2915,angry,neutral,0.22103339100021913
5097,angry,angry,0.2371988509999028
407,angry,angry,0.22485296700006074
2183,angry,fear,0.24562845200034644
3177,angry,angry,0.21195506200001546
541,angry,angry,0.23439646399992853
4209,angry,angry,0.20141637400001855
3813,angry,neutral,0.1922079709997888
2389,angry,angry,0.22408564800025488
3092,angry,angry,0.2443167970000104
4014,angry,sad,0.2358854720000636
766,angry,neutral,0.19540511900004276
3186,angry,angry,0.22297890100026052
4402,angry,happy,0.2363676420000047
231,angry,angry,0.216433531000348
4902,angry,happy,0.23466661400016164
2442,angry,sad,0.219280231999619
2093,angry,fear,0.24343875400018078
3953,angry,fear,0.18804448499986393
1666,angry,neutral,0.24217956200027402
3122,angry,angry,0.2323487670000759
4806,angry,neutral,0.2037150909995944
3833,angry,neutral,0.23119763200020316
1233,angry,angry,0.2124787309999192
3044,angry,neutral,0.19045358999983364
807,angry,neutral,0.24242926800025089
3111,angry,happy,0.2152226539997173
3847,angry,happy,0.21909060100006172
3890,angry,fear,0.2233175870001105
2792,angry,sad,0.23125366799968106
502,angry,disgust,0.235495063000144
3930,angry,angry,0.2132081049999215
810,angry,fear,0.2264534010000716
3022,angry,happy,0.21309606700015138
3499,angry,neutral,0.19797333599990452
2214,angry,angry,0.23528411600000254
4243,angry,angry,0.1868445889999748
176,angry,angry,0.19349851500010118
599,angry,neutral,0.21930469399967478
715,angry,surprise,0.22807846499972584
2495,angry,sad,0.19268730700014203
4399,angry,angry,0.21212867299982463
415,angry,sad,0.23048929300011878
3465,angry,happy,0.23758296300002257
2861,angry,surprise,0.2421726170000511
2516,angry,angry,0.23062657200034664
4482,angry,neutral,0.23689310700001442
2339,angry,fear,0.2304045889995905
2617,angry,neutral,0.24159670700009883
2158,angry,fear,0.23018245799994475
3913,angry,happy,0.2205491270001403
846,angry,happy,0.19712897899989912
4237,angry,angry,0.1939815539999472
138,angry,fear,0.22259819400005654
4507,angry,neutral,0.23280260199999248
2034,angry,sad,0.25125792700009697
3245,angry,happy,0.2241781660000015
5080,angry,neutral,0.24490122500037614
654,angry,angry,0.2128169729999172
5210,angry,angry,0.21537778300034915
367,angry,sad,0.21249145299998418
864,angry,angry,0.21000829000013255
3318,angry,sad,0.22994001200004277
1329,angry,neutral,0.22122396299982938
4853,disgust,neutral,0.2193924349999179
2186,disgust,happy,0.22662688199989134
1853,disgust,neutral,0.2170576259995869
2341,disgust,fear,0.2166580680000152
3334,disgust,happy,0.2337305699998069
2677,disgust,angry,0.19038057100033257
2120,disgust,fear,0.1891030269998737
2488,disgust,fear,0.21974793699973816
5487,disgust,neutral,0.24736060800023552
4478,disgust,fear,0.24615523000011308
3658,disgust,happy,0.19209959900035756
508,disgust,happy,0.19280582499959564
1278,disgust,disgust,0.24463346299990008
5038,disgust,fear,0.20866461600007824
4076,disgust,happy,0.19999553199977527
434,disgust,fear,0.22126789000003555
4577,disgust,sad,0.24195609599973977
899,disgust,disgust,0.2277658880002491
5456,disgust,fear,0.24331389999997555
539,disgust,neutral,0.23785414699977991
3497,disgust,neutral,0.18802015000028405
2743,disgust,angry,0.22748097899966524
4728,disgust,sad,0.21792370399998617
748,disgust,happy,0.23007953099977385
2993,disgust,angry,0.2234041609999622
3263,disgust,neutral,0.24385114300002897
2307,disgust,angry,0.19801440900027956
5024,disgust,sad,0.23779666600012206
2725,disgust,angry,0.1912895559999015
2846,disgust,sad,0.20998160399994958
381,disgust,happy,0.1967501050003193
1805,disgust,angry,0.18818553899973267
4663,disgust,angry,0.23746431099971232
4755,disgust,happy,0.2389467089997197
907,disgust,surprise,0.23633236099976784
3402,disgust,happy,0.25008710299971426
4883,disgust,fear,0.2241888309999922
962,disgust,angry,0.21326415899966378
950,disgust,neutral,0.24112766600001123
4538,disgust,sad,0.230220234999706
466,disgust,surprise,0.19744171999991522
3741,disgust,disgust,0.23912524700017457
3239,disgust,sad,0.19321462300013081
854,disgust,sad,0.21374255099999573
2655,disgust,angry,0.19423946200004139
2321,disgust,neutral,0.20370756900001652
4112,disgust,fear,0.19081877600001462
4473,disgust,neutral,0.1866791600000397
4685,disgust,sad,0.19764859099996102
4185,disgust,angry,0.24579667199986943
2501,disgust,angry,0.20320343699995647
2074,disgust,angry,0.1930309539998234
3153,disgust,neutral,0.2137613469999451
2569,disgust,angry,0.22870276300000114
4219,disgust,angry,0.2427584699998988
1966,disgust,neutral,0.22068808899985015
5020,disgust,neutral,0.19041577400003007
2552,disgust,sad,0.23702517899982922
5393,disgust,disgust,0.2259350250001262
3675,disgust,fear,0.23478172199975234
1654,disgust,angry,0.19025997700009611
1670,disgust,happy,0.21841629799973816
246,disgust,happy,0.24829266699998698
1957,disgust,neutral,0.21311869500004832
2485,disgust,neutral,0.23289330399984465
3489,disgust,angry,0.21535907800034693
3576,disgust,angry,0.22364001200003258
861,disgust,neutral,0.23732382899970617
2869,disgust,happy,0.22121790600021995
712,disgust,neutral,0.23089523699991332
3541,disgust,neutral,0.22155494500020723
2519,disgust,angry,0.1923992290003298
2880,disgust,happy,0.19578843299996151
4306,disgust,sad,0.23005734399976063
4492,disgust,fear,0.18771281399995132
2244,disgust,angry,0.19860835500003304
420,disgust,sad,0.2301497879998351
2464,disgust,neutral,0.18715168100015944
1260,disgust,sad,0.18981430699977864
944,disgust,fear,0.24227944800031764
1247,disgust,neutral,0.21943454400025075
1796,disgust,neutral,0.25246631900017746
4268,disgust,fear,0.20449847999998383
4450,disgust,fear,0.2181341670002439
3814,disgust,sad,0.21903967100024602
474,disgust,angry,0.23316462000002502
4035,disgust,angry,0.25402764199998273
530,disgust,angry,0.2245945350000511
5354,disgust,happy,0.21764681199965707
4453,disgust,happy,0.24010017699993114
1552,disgust,angry,0.22155409300012252
4128,disgust,neutral,0.21930048799958968
2129,disgust,happy,0.1907466449997628
2820,disgust,sad,0.1947086670002136
700,disgust,disgust,0.2141180510002414
2146,disgust,angry,0.19171402099982515
2710,disgust,fear,0.23477012900002592
206,disgust,happy,0.26401693799971326
389,disgust,neutral,0.2230779899996378
752,disgust,angry,0.23340776899976845
145,disgust,neutral,0.2307872920000591
4261,disgust,fear,0.23590028299986443
2867,disgust,happy,0.21200272500027495
370,disgust,angry,0.240964107000309
4161,disgust,happy,0.194290422999984
372,disgust,happy,0.21936982200031707
166,disgust,fear,0.25716904799992335
1168,disgust,fear,0.22466285100017558
2165,disgust,neutral,0.23463523800000985
5437,disgust,fear,0.23441851500001576
4388,disgust,fear,0.23925950500006365
2024,disgust,sad,0.1958801730002051
4642,disgust,disgust,0.2197454160000234
4499,disgust,surprise,0.2397265449999395
4931,disgust,happy,0.1923489679998056
398,disgust,happy,0.2286014639998939
2461,disgust,angry,0.2161963589996958
2151,disgust,fear,0.19759964600007152
4367,disgust,neutral,0.22884137299979557
2727,disgust,sad,0.19417664499997045
3725,disgust,fear,0.19340154800011078
3094,disgust,sad,0.21178379699995276
4106,disgust,angry,0.22119586799999524
3535,disgust,angry,0.19294478600022558
1215,disgust,angry,0.19357019700009914
469,disgust,sad,0.2274049580000792
2954,disgust,angry,0.23413234600002397
642,disgust,neutral,0.23450232999994114
4569,disgust,fear,0.22704921499962438
3455,disgust,happy,0.24582387400005246
307,disgust,neutral,0.190907905000131
4179,disgust,fear,0.23047930800021277
5154,disgust,angry,0.22795284899984836
286,disgust,fear,0.22992072999977609
5173,disgust,disgust,0.23021119500026543
3555,disgust,fear,0.21584183799996026
4111,disgust,sad,0.2149450919996525
4772,disgust,sad,0.2316192950002005
1368,disgust,fear,0.20534783600032824
837,disgust,angry,0.24174361000041245
798,disgust,fear,0.23268761600002108
2084,disgust,neutral,0.21423221800023384
3867,disgust,sad,0.19125114700000267
733,disgust,neutral,0.22036104700009673
845,disgust,sad,0.23702263999985007
2325,disgust,angry,0.23603809699989142
5332,disgust,happy,0.19151622199979101
4151,disgust,happy,0.21275191299992002
4727,disgust,happy,0.2255890209999052
2444,disgust,fear,0.234992388000137
4435,disgust,neutral,0.19689071400034663
2878,disgust,happy,0.2045617570001923
5474,disgust,fear,0.24709660199960126
1705,disgust,neutral,0.24849064699992596
1766,disgust,neutral,0.2101176950000081
3344,disgust,disgust,0.19063742100024683
626,disgust,sad,0.21051129000034052
2528,disgust,angry,0.21378875200025504
4068,disgust,sad,0.24934000300027037
2107,disgust,disgust,0.21987480400002823
1799,disgust,fear,0.2315359230001377
825,disgust,neutral,0.22103862599988133
4665,disgust,sad,0.19559048499968412
2979,disgust,neutral,0.19667565800000375
510,disgust,angry,0.22904759500033833
3673,disgust,surprise,0.22077336500024103
3715,disgust,sad,0.19330093500002477
3940,disgust,neutral,0.23177344299983815
4827,disgust,fear,0.22229716899983032
959,disgust,angry,0.20908487399992737
4880,disgust,fear,0.2187648710000758
3917,disgust,angry,0.2275662540000667
5367,disgust,fear,0.23138362600002438
977,disgust,happy,0.21728373400037526
3664,disgust,disgust,0.21567859500009945
73,disgust,surprise,0.19484186899990164
902,disgust,angry,0.22506159199974718
183,disgust,angry,0.21219727900006546
4872,disgust,happy,0.24344228600011775
373,disgust,disgust,0.19458305300031498
4548,disgust,fear,0.22617778199992244
3081,disgust,sad,0.22908570599975064
451,disgust,sad,0.23174472100026833
295,disgust,fear,0.255202867999742
3110,disgust,disgust,0.22470962599982158
238,disgust,neutral,0.24854512799993245
5266,disgust,neutral,0.22989104399994176
2925,disgust,sad,0.18684597299989036
4204,disgust,angry,0.23552822300007392
1534,disgust,neutral,0.2257773169999382
1071,disgust,fear,0.22113419900006193
4504,disgust,angry,0.21948287500026709
3015,disgust,happy,0.2483665340000698
3382,disgust,angry,0.22943304099999295
1262,disgust,sad,0.2378632350000771
976,disgust,angry,0.2200300630001948
318,disgust,surprise,0.24687508100032574
5442,disgust,angry,0.18776953399992635
3884,disgust,fear,0.2298444319999362
5374,disgust,angry,0.21964539400005378
2524,disgust,angry,0.233301413999925
2176,disgust,sad,0.21633567200024117
4123,disgust,angry,0.2213798110001335
2877,disgust,happy,0.19888450200005536
4120,disgust,happy,0.23161321899988252
4460,disgust,sad,0.22754615999974703
2751,disgust,happy,0.19873203799988914
3551,disgust,happy,0.21996571099998619
3676,disgust,angry,0.1931947860002765
1290,disgust,sad,0.22851746200012713
579,disgust,neutral,0.22344271100018887
1951,disgust,surprise,0.1972328629999538
2251,disgust,happy,0.19724184500000774
2919,disgust,angry,0.23140442200019606
2395,disgust,fear,0.1941649939999479
3124,disgust,sad,0.19855072200016366
4269,disgust,happy,0.21364008399996237
5457,disgust,angry,0.20835518399962893
1190,disgust,angry,0.19773727400024654
1457,disgust,sad,0.23491262600009577
2369,disgust,fear,0.18455197899993436
3378,disgust,angry,0.19021315800000593
2773,disgust,disgust,0.23554670300018188
5336,disgust,neutral,0.22945863299992197
4043,disgust,fear,0.23674322799979564
4371,disgust,sad,0.21228501999985383
5156,disgust,fear,0.22772247600005358
617,disgust,neutral,0.22168766400000095
455,disgust,happy,0.23457362399994963
5017,disgust,neutral,0.22055571300006704
5004,disgust,sad,0.21309987699987687
4054,disgust,neutral,0.2203321940000933
1592,disgust,angry,0.1921711499999219
5479,disgust,happy,0.2489591290000135
303,disgust,neutral,0.23269813200022327
1690,disgust,neutral,0.19065336399989974
2190,disgust,angry,0.2238900279999143
65,disgust,neutral,0.21816464399989854
2038,disgust,sad,0.22164840400000685
1499,disgust,happy,0.21864255400032562
2739,disgust,angry,0.21531161000029897
1615,disgust,sad,0.20819840500007558
1755,disgust,happy,0.24236683299977813
2371,disgust,sad,0.196696675000112
1571,disgust,angry,0.21737878800013277
7,disgust,angry,0.19413560499970117
2411,disgust,neutral,0.19243583700017552
2040,disgust,happy,0.22672769200016774
338,disgust,angry,0.19619169099996725
5069,disgust,happy,0.20559322300005078
3126,disgust,angry,0.22034641599975657
1494,disgust,sad,0.21933955800022886
429,disgust,happy,0.223768414999995
787,disgust,happy,0.23967317000006005
366,disgust,happy,0.2194611149998309
1062,disgust,neutral,0.19494918300006248
5172,disgust,neutral,0.19528279600035603
1212,disgust,sad,0.23499927400007437
1183,disgust,fear,0.2463315209997745
