image,labelled_expression,detected_expression,time
2093,angry,fear,0.08867450000252575
2102,angry,sad,0.05282550002448261
2139,angry,angry,0.06407199997920543
2149,angry,neutral,0.07810399995651096
2158,angry,fear,0.06496680004056543
2175,angry,angry,0.08976360002998263
2183,angry,fear,0.09766179998405278
2202,angry,sad,0.06304779998026788
2214,angry,angry,0.09293419995810837
2228,angry,neutral,0.08943150006234646
2245,angry,sad,0.07567849999759346
2246,angry,angry,0.05531740002334118
2260,angry,sad,0.07525340002030134
2286,angry,sad,0.07131339993793517
2305,angry,angry,0.08872120000887662
2308,angry,angry,0.07419419998768717
230,angry,neutral,0.06727689993567765
2310,angry,neutral,0.08451239997521043
231,angry,angry,0.08712999999988824
2334,angry,sad,0.07708820002153516
2335,angry,neutral,0.07045150001067668
2336,angry,neutral,0.0996744999429211
2338,angry,sad,0.09120430005714297
2339,angry,fear,0.09356760000810027
2342,angry,happy,0.09237219998613
2358,angry,sad,0.1352437000023201
2359,angry,fear,0.08755179995205253
2360,angry,sad,0.08729189995210618
2367,angry,neutral,0.07753130001947284
2382,angry,fear,0.08890510001219809
2386,angry,sad,0.07889110001269728
2389,angry,angry,0.0948745000641793
2402,angry,sad,0.07605979999061674
2408,angry,surprise,0.060440200031735
2421,angry,angry,0.05485590000171214
2429,angry,fear,0.09070529998280108
242,angry,angry,0.08587980002630502
2435,angry,happy,0.0882893999805674
2438,angry,angry,0.08566920005250722
243,angry,sad,0.07826690003275871
2442,angry,sad,0.09231560002081096
2451,angry,angry,0.09366230003070086
2495,angry,sad,0.07723840000107884
2499,angry,neutral,0.0874836000148207
2509,angry,disgust,0.08014829992316663
2516,angry,angry,0.09088579996023327
2533,angry,neutral,0.07687210000585765
2537,angry,angry,0.08981570007745177
2540,angry,happy,0.08578790002502501
2549,angry,fear,0.09233479993417859
2555,angry,fear,0.09421110001858324
2560,angry,fear,0.07598630001302809
2570,angry,neutral,0.06860989995766431
2585,angry,angry,0.09697650000452995
2591,angry,fear,0.0768205999629572
2592,angry,fear,0.07011700002476573
2593,angry,sad,0.09282180003356189
2600,angry,disgust,0.08807209995575249
2605,angry,neutral,0.0946068000048399
2608,angry,sad,0.08411779999732971
2610,angry,sad,0.08760739990975708
2612,angry,neutral,0.08962440001778305
2617,angry,neutral,0.12082700000610203
2618,angry,angry,0.09019460005220026
2620,angry,neutral,0.10023560002446175
2624,angry,angry,0.05651909997686744
2631,angry,angry,0.08281349996104836
2639,angry,fear,0.08665130008012056
2670,angry,fear,0.09138839994557202
2679,angry,neutral,0.08992619998753071
2707,angry,neutral,0.07849600003100932
270,angry,fear,0.07756870007142425
2731,angry,angry,0.0943773000035435
2737,angry,angry,0.1149522999767214
273,angry,happy,0.0937073000241071
2750,angry,angry,0.07943839998915792
2759,angry,angry,0.08061710000038147
2762,angry,neutral,0.10465090000070632
2768,angry,neutral,0.07698590005747974
2777,angry,happy,0.07681450003292412
2785,angry,fear,0.13352589996065944
278,angry,sad,0.10213369992561638
2792,angry,sad,0.09149869997054338
2797,angry,sad,0.13243160001002252
281,angry,angry,0.08012790000066161
2823,angry,neutral,0.09035940002650023
2825,angry,neutral,0.07913959992583841
2830,angry,angry,0.0912659999448806
2861,angry,surprise,0.09685149998404086
2884,angry,angry,0.07627630000934005
2888,angry,fear,0.05423579993657768
2889,angry,neutral,0.08922359999269247
2892,angry,neutral,0.09171920001972467
2893,angry,angry,0.07811620004940778
2894,angry,angry,0.10316539998166263
2915,angry,neutral,0.06764569994993508
2916,angry,angry,0.09081139997579157
2966,angry,fear,0.09030089993029833
2976,angry,angry,0.0908189999172464
2999,angry,neutral,0.0893740999745205
3002,angry,surprise,0.08865930000320077
3022,angry,happy,0.09537310001906008
3024,angry,fear,0.09260850003920496
3035,angry,neutral,0.10116580000612885
3040,angry,neutral,0.09144380001816899
3044,angry,neutral,0.07737900002393872
304,angry,sad,0.05320550000760704
3059,angry,sad,0.07116679998580366
3064,angry,sad,0.11047479999251664
3091,angry,fear,0.08432740007992834
3092,angry,angry,0.09138379991054535
3093,angry,fear,0.11852270003873855
3096,angry,neutral,0.1163005999987945
3107,angry,neutral,0.09667459991760552
3111,angry,happy,0.08520689990837127
3122,angry,angry,0.09193320001941174
3138,angry,neutral,0.1368030000012368
3152,angry,fear,0.08692470006644726
3162,angry,sad,0.09053549997042865
3177,angry,angry,0.08505880006123334
317,angry,angry,0.0920453000580892
3186,angry,angry,0.09191399998962879
3191,angry,sad,0.09492850000970066
3192,angry,neutral,0.08864049997646362
3194,angry,angry,0.08377939998172224
3198,angry,angry,0.10056639998219907
3213,angry,angry,0.0769195999018848
3215,angry,neutral,0.0780394000466913
3229,angry,neutral,0.09611729998141527
3245,angry,happy,0.11248040001373738
3246,angry,angry,0.08950250002089888
3260,angry,angry,0.075306799961254
3269,angry,neutral,0.07265069999266416
3279,angry,neutral,0.07817100000102073
3296,angry,sad,0.08610870002303272
3305,angry,angry,0.08710240002255887
3307,angry,angry,0.08953420002944767
3318,angry,sad,0.09030189993791282
3324,angry,neutral,0.09490440005902201
332,angry,happy,0.09564319998025894
3330,angry,angry,0.0660494000185281
3339,angry,neutral,0.07616469997446984
3349,angry,fear,0.09402489999774843
3353,angry,sad,0.07637839997187257
3359,angry,fear,0.0709080999949947
336,angry,sad,0.09654069994576275
3381,angry,angry,0.08774480002466589
3384,angry,fear,0.09322249994147569
3395,angry,fear,0.093329600058496
3401,angry,sad,0.10344900004565716
3405,angry,angry,0.12024980003479868
3406,angry,disgust,0.09372220002114773
3416,angry,angry,0.08005820005200803
3417,angry,neutral,0.06713340000715107
3421,angry,angry,0.10626129992306232
3424,angry,neutral,0.08731839992105961
3426,angry,sad,0.08381770004052669
3429,angry,neutral,0.14880189998075366
3433,angry,angry,0.07734010007698089
3451,angry,angry,0.09253630007151514
3461,angry,neutral,0.09792339999694377
3465,angry,happy,0.09681370004545897
3471,angry,fear,0.08773739996831864
3479,angry,sad,0.09293379995506257
3487,angry,neutral,0.07463170005939901
3496,angry,happy,0.07175020000431687
3499,angry,neutral,0.08095839992165565
3504,angry,fear,0.07686300005298108
3507,angry,angry,0.07727390003856272
3522,angry,fear,0.06904109998140484
3523,angry,neutral,0.07225389999803156
3530,angry,sad,0.09596050006803125
3531,angry,sad,0.08348430006299168
3533,angry,angry,0.064521599910222
3537,angry,fear,0.05338810000102967
3547,angry,neutral,0.07588040002156049
3558,angry,neutral,0.07393310009501874
3562,angry,neutral,0.09366000001318753
356,angry,neutral,0.10039939999114722
3591,angry,sad,0.13581130001693964
3607,angry,angry,0.08822000003419816
3618,angry,fear,0.08741170004941523
3629,angry,neutral,0.09080220002215356
3633,angry,sad,0.07837770006153733
3634,angry,sad,0.07985929993446916
3635,angry,neutral,0.08997149998322129
3646,angry,neutral,0.05489010002929717
3648,angry,angry,0.09021030005533248
3657,angry,angry,0.09058009996078908
367,angry,sad,0.08336160006001592
3709,angry,angry,0.07718869997188449
3732,angry,neutral,0.05423990008421242
3738,angry,fear,0.06886589992791414
3753,angry,sad,0.0808665999211371
3757,angry,neutral,0.09096800000406802
3765,angry,angry,0.07713049999438226
3792,angry,neutral,0.06678530003409833
3805,angry,neutral,0.09560859994962811
380,angry,disgust,0.09193410002626479
3811,angry,angry,0.054743099957704544
3813,angry,neutral,0.07837000000290573
3818,angry,fear,0.07226459996309131
3821,angry,angry,0.07971449999604374
3825,angry,neutral,0.06507170002441853
3830,angry,neutral,0.07742949994280934
3833,angry,neutral,0.07164900004863739
383,angry,fear,0.09229019994381815
3847,angry,happy,0.09402690001297742
3858,angry,sad,0.11965050001163036
386,angry,fear,0.0885876000393182
3871,angry,angry,0.11983370000962168
3880,angry,neutral,0.08754290000069886
3882,angry,sad,0.09005400002934039
3885,angry,angry,0.0899001999059692
3890,angry,fear,0.12370309990365058
3904,angry,sad,0.07731950003653765
3913,angry,happy,0.08984010003041476
3926,angry,angry,0.08935410005506128
3930,angry,angry,0.08980820002034307
3934,angry,neutral,0.0923299000132829
3953,angry,fear,0.07885399996303022
3955,angry,happy,0.06503700010944158
3986,angry,neutral,0.05524520005565137
3991,angry,angry,0.07785559992771596
4007,angry,sad,0.0870321000693366
4014,angry,sad,0.09296110004652292
4015,angry,surprise,0.07781000004615635
4028,angry,sad,0.06720170006155968
4029,angry,neutral,0.08023099997080863
4033,angry,sad,0.07834549993276596
4058,angry,angry,0.1953427999978885
4067,angry,angry,0.07978170004207641
4072,angry,angry,0.09746520000044256
407,angry,angry,0.06491149996872991
4081,angry,sad,0.0984334999229759
4099,angry,angry,0.13382129999808967
4100,angry,sad,0.07560250000096858
4115,angry,sad,0.06522320001386106
4122,angry,fear,0.09176300000399351
4127,angry,sad,0.09772489999886602
412,angry,angry,0.06904700002633035
4142,angry,angry,0.11312609992455691
415,angry,sad,0.08737230009865016
4164,angry,angry,0.08853919990360737
4171,angry,neutral,0.09172159992158413
4180,angry,sad,0.0792346999514848
4209,angry,angry,0.08106659993063658
4211,angry,neutral,0.09388220007531345
4214,angry,fear,0.09345640009269118
4218,angry,angry,0.08970689994748682
4229,angry,sad,0.09533070004545152
4237,angry,angry,0.12094920000527054
423,angry,fear,0.09418220003135502
4243,angry,angry,0.07533020002301782
4264,angry,neutral,0.0685330000706017
4270,angry,sad,0.08544289995916188
4275,angry,neutral,0.07923599996138364
4282,angry,angry,0.08083069999702275
4285,angry,fear,0.09977750002872199
4289,angry,sad,0.07900979998521507
4291,angry,sad,0.09182259999215603
4297,angry,sad,0.07113349996507168
4302,angry,sad,0.08835739991627634
4380,angry,happy,0.09324960003141314
4381,angry,angry,0.09261090005747974
4396,angry,neutral,0.08688359998632222
4399,angry,angry,0.07963120006024837
4402,angry,happy,0.06870990002062172
4403,angry,neutral,0.10369740007445216
4405,angry,angry,0.12080889998469502
4415,angry,angry,0.08444740006234497
4420,angry,fear,0.09746680001262575
4422,angry,disgust,0.08645679999608546
4429,angry,angry,0.08111080003436655
4432,angry,sad,0.0929055999731645
4482,angry,neutral,0.10088990000076592
4486,angry,neutral,0.07718699995893985
4487,angry,angry,0.08746399998199195
4507,angry,neutral,0.09563160000834614
4513,angry,happy,0.09092400001827627
4521,angry,sad,0.08068929996807128
453,angry,angry,0.08611929998733103
4541,angry,sad,0.09132289991248399
4552,angry,angry,0.08083939994685352
4557,angry,neutral,0.10456870007328689
4580,angry,angry,0.11361400003079325
4633,angry,surprise,0.09373179997783154
4644,angry,fear,0.07632769993506372
4651,angry,sad,0.07380039989948273
4664,angry,sad,0.08907550002913922
4676,angry,angry,0.1080943999113515
4699,angry,sad,0.09108350006863475
4729,angry,happy,0.07725279999431223
4779,angry,angry,0.0567041999893263
4788,angry,neutral,0.09750200004782528
4794,angry,neutral,0.09327730000950396
47,angry,sad,0.08802790008485317
4806,angry,neutral,0.08318570000119507
4813,angry,angry,0.08660469995811582
4816,angry,neutral,0.09081670001614839
4840,angry,fear,0.09308180003426969
4842,angry,happy,0.07853980001527816
4849,angry,neutral,0.09236840007361025
4890,angry,happy,0.09066360001452267
4896,angry,happy,0.093081200029701
4898,angry,neutral,0.0954739999724552
4899,angry,angry,0.09453900007065386
4901,angry,angry,0.11217640002723783
4902,angry,happy,0.0882221000501886
4915,angry,angry,0.0889045000076294
4938,angry,angry,0.09182890004012734
4958,angry,sad,0.11635220004245639
4969,angry,sad,0.09216419991571456
4973,angry,fear,0.11624030000530183
5019,angry,fear,0.07696720003150403
5025,angry,angry,0.08576640009414405
502,angry,disgust,0.09679360000882298
5033,angry,happy,0.09740890003740788
5044,angry,neutral,0.07820629992056638
5047,angry,sad,0.07127179997041821
5050,angry,surprise,0.09849199990276247
5067,angry,sad,0.07698710006661713
506,angry,neutral,0.09408680000342429
5080,angry,neutral,0.06760830001439899
5082,angry,neutral,0.09140529995784163
5096,angry,angry,0.09137629996985197
5097,angry,angry,0.08715759997721761
5101,angry,angry,0.07521949999500066
5107,angry,sad,0.06517870002426207
5109,angry,fear,0.09617460006847978
5119,angry,neutral,0.08652000001166016
5120,angry,neutral,0.07617140002548695
5123,angry,fear,0.07156720000784844
5151,angry,angry,0.07887949992436916
5169,angry,neutral,0.09679139999207109
5182,angry,neutral,0.08835720003116876
5191,angry,fear,0.07703799998853356
519,angry,angry,0.05224730004556477
5202,angry,neutral,0.07787470007315278
5210,angry,angry,0.09008470003027469
5219,angry,neutral,0.0777776000322774
5221,angry,sad,0.1046094000339508
5230,angry,happy,0.09003570000641048
527,angry,neutral,0.09346499992534518
5316,angry,sad,0.09136859991122037
532,angry,happy,0.0949401999823749
5347,angry,fear,0.08552029996644706
5351,angry,neutral,0.1307748999679461
5356,angry,neutral,0.08923679997678846
5363,angry,fear,0.09293980000074953
5364,angry,angry,0.07899070007260889
536,angry,disgust,0.06600340001750737
5372,angry,sad,0.09504879999440163
5373,angry,happy,0.09571769996546209
5384,angry,disgust,0.08413989993277937
5408,angry,angry,0.08883280004374683
541,angry,angry,0.09663879999425262
542,angry,fear,0.09184869995806366
5434,angry,disgust,0.09676820004824549
5441,angry,fear,0.09164760005660355
5465,angry,fear,0.09119820001069456
5490,angry,disgust,0.08460369997192174
5492,angry,sad,0.09242830006405711
549,angry,fear,0.08404630003497005
559,angry,neutral,0.09108229994308203
569,angry,angry,0.0834725999739021
576,angry,happy,0.07461220002733171
588,angry,angry,0.06293779995758086
592,angry,surprise,0.12096920004114509
599,angry,neutral,0.11256879998836666
608,angry,fear,0.10091389995068312
61,angry,happy,0.07493979996070266
628,angry,fear,0.06961340003181249
644,angry,neutral,0.12507910002022982
650,angry,neutral,0.08083120000083
654,angry,angry,0.08539959997870028
655,angry,happy,0.07732689997646958
690,angry,sad,0.07141420000698417
708,angry,fear,0.10161449993029237
715,angry,surprise,0.09119399997871369
718,angry,disgust,0.08938899997156113
727,angry,sad,0.09062549995724112
739,angry,neutral,0.07754399999976158
740,angry,sad,0.07740940002258867
747,angry,sad,0.0915576999541372
766,angry,neutral,0.0782933000009507
804,angry,fear,0.08624660002533346
807,angry,neutral,0.07991659990511835
810,angry,fear,0.09085649996995926
830,angry,neutral,0.0794292000355199
846,angry,happy,0.09856750001199543
852,angry,neutral,0.09109539992641658
859,angry,fear,0.08265110000502318
864,angry,angry,0.08604599989484996
870,angry,neutral,0.09261709998827428
873,angry,fear,0.09718359995167702
882,angry,angry,0.09233269991818815
886,angry,sad,0.08747649996075779
890,angry,angry,0.09237830003257841
8,angry,sad,0.1211279999697581
901,angry,fear,0.08110429998487234
919,angry,sad,0.08307709998916835
921,angry,fear,0.0752063998952508
929,angry,angry,0.06257949990686029
940,angry,angry,0.09080899995751679
946,angry,fear,0.09074809995945543
963,angry,angry,0.08710460003931075
966,angry,fear,0.06999590003397316
967,angry,angry,0.0899148000171408
975,angry,disgust,0.07997760002035648
980,angry,neutral,0.09538259997498244
996,angry,fear,0.07849939994048327
1003,disgust,angry,0.09174239996355027
1018,disgust,angry,0.09386040002573282
1062,disgust,neutral,0.07946849998552352
1071,disgust,fear,0.08966509997844696
1130,disgust,neutral,0.07850270008202642
1153,disgust,happy,0.06737379997503012
1168,disgust,fear,0.09366290003526956
1183,disgust,fear,0.10363359993789345
1190,disgust,angry,0.11330129997804761
1194,disgust,sad,0.09499300003517419
1210,disgust,angry,0.09791870007757097
1211,disgust,neutral,0.09738859999924898
1212,disgust,sad,0.0879312000470236
1215,disgust,angry,0.07772220007609576
1223,disgust,happy,0.06761409994214773
1241,disgust,happy,0.09016389993485063
1247,disgust,neutral,0.08462019998114556
1253,disgust,fear,0.09470410004723817
1260,disgust,sad,0.0753035000525415
1262,disgust,sad,0.0707399999955669
1273,disgust,sad,0.08052319998387247
1274,disgust,fear,0.13526670006103814
1278,disgust,disgust,0.09675990010146052
1283,disgust,fear,0.0774312000721693
1290,disgust,sad,0.06499810004606843
1312,disgust,angry,0.0994577999226749
1313,disgust,happy,0.07772429997567087
1317,disgust,sad,0.06392569991294295
131,disgust,sad,0.10015839990228415
1324,disgust,disgust,0.08704419992864132
1355,disgust,surprise,0.09366919996682554
1368,disgust,fear,0.08278389996849
1372,disgust,sad,0.08783450000919402
1377,disgust,fear,0.11369789997115731
1396,disgust,neutral,0.06664219999220222
1397,disgust,angry,0.08624309999868274
142,disgust,neutral,0.0961949999909848
1444,disgust,fear,0.09609869995620102
144,disgust,fear,0.09021860000211746
1457,disgust,sad,0.11784099997021258
145,disgust,neutral,0.09260450000874698
1473,disgust,happy,0.11295730003621429
1487,disgust,happy,0.0976978000253439
148,disgust,fear,0.095295500010252
1494,disgust,sad,0.08718270005192608
1498,disgust,sad,0.10733640007674694
1499,disgust,happy,0.08659929991699755
1511,disgust,neutral,0.11317010002676398
1534,disgust,neutral,0.09568510006647557
1546,disgust,neutral,0.07654090004507452
1552,disgust,angry,0.06667599990032613
1555,disgust,angry,0.07829600002150983
1571,disgust,angry,0.06650099996477365
1584,disgust,neutral,0.08808509993832558
1592,disgust,angry,0.07807599997613579
1615,disgust,sad,0.07759150001220405
1616,disgust,angry,0.051753300009295344
1654,disgust,angry,0.05549910000991076
166,disgust,fear,0.10117399995215237
1670,disgust,happy,0.08758140006102622
1690,disgust,neutral,0.07689789996948093
1702,disgust,disgust,0.07100969995371997
1705,disgust,neutral,0.09594729996751994
1713,disgust,sad,0.1349472999572754
1755,disgust,happy,0.0837925000814721
1766,disgust,neutral,0.08501010003965348
1785,disgust,angry,0.09325699997134507
178,disgust,sad,0.09020209999289364
1795,disgust,neutral,0.09184399992227554
1796,disgust,neutral,0.09623180003836751
1799,disgust,fear,0.09467649995349348
1805,disgust,angry,0.07684949995018542
1818,disgust,fear,0.06367180007509887
1822,disgust,fear,0.10623300005681813
183,disgust,angry,0.07679379999171942
1853,disgust,neutral,0.06425099994521588
1882,disgust,surprise,0.08413279999513179
1915,disgust,surprise,0.08995649998541921
1926,disgust,angry,0.07987249991856515
1930,disgust,sad,0.08308000001125038
1951,disgust,surprise,0.05697200004942715
1957,disgust,neutral,0.10912609996739775
1966,disgust,neutral,0.09386350004933774
1969,disgust,disgust,0.09537970006931573
2002,disgust,happy,0.0929210000904277
2016,disgust,sad,0.07880119991023093
2018,disgust,sad,0.09234259999357164
2024,disgust,sad,0.07839040004182607
2029,disgust,fear,0.06659840000793338
2030,disgust,fear,0.08059679996222258
2035,disgust,neutral,0.08838860003743321
2038,disgust,sad,0.0882182999048382
2040,disgust,happy,0.08981859998311847
2043,disgust,neutral,0.09414269996341318
2050,disgust,happy,0.09069099999032915
2052,disgust,angry,0.08940999989863485
206,disgust,happy,0.09869190002791584
2074,disgust,angry,0.08076040004380047
2084,disgust,neutral,0.08668219996616244
2107,disgust,disgust,0.0851865999866277
2118,disgust,angry,0.08251330000348389
2120,disgust,fear,0.09455739997792989
2123,disgust,happy,0.0878612999804318
2128,disgust,angry,0.08852550003211945
2129,disgust,happy,0.07742700004018843
2146,disgust,angry,0.054893000051379204
2150,disgust,happy,0.09553960000630468
2151,disgust,fear,0.07995220005977899
2162,disgust,neutral,0.07882399996742606
2165,disgust,neutral,0.09539100003894418
2176,disgust,sad,0.07974539999850094
2186,disgust,happy,0.062511199968867
2190,disgust,angry,0.11437930003739893
2211,disgust,disgust,0.08900309994351119
2215,disgust,angry,0.08048780006356537
2231,disgust,neutral,0.09438589995261282
2244,disgust,angry,0.07860849995631725
2251,disgust,happy,0.07873850001487881
2289,disgust,sad,0.12403429998084903
2307,disgust,angry,0.08017849992029369
2321,disgust,neutral,0.07857500005047768
2324,disgust,angry,0.08074100001249462
2325,disgust,angry,0.08466360007878393
2341,disgust,fear,0.08526129997335374
2369,disgust,fear,0.07815730001311749
2371,disgust,sad,0.07748099998570979
238,disgust,neutral,0.06759140000212938
2395,disgust,fear,0.07202540000434965
2411,disgust,neutral,0.07774360000621527
2423,disgust,sad,0.06626939994748682
2444,disgust,fear,0.11436800006777048
2461,disgust,angry,0.08904190000612289
2464,disgust,neutral,0.0770695999963209
246,disgust,happy,0.08131320006214082
2485,disgust,neutral,0.07121319998987019
2488,disgust,fear,0.0918967000907287
2491,disgust,sad,0.07656879990827292
2501,disgust,angry,0.06514830002561212
2503,disgust,happy,0.09133480000309646
2519,disgust,angry,0.07693260000087321
2524,disgust,angry,0.07185490010306239
2528,disgust,angry,0.08815790002699941
2531,disgust,angry,0.09332049998920411
2545,disgust,fear,0.0944941999623552
2552,disgust,sad,0.0919798999093473
2569,disgust,angry,0.0882257999619469
2590,disgust,neutral,0.07960000005550683
2602,disgust,neutral,0.09814499993808568
2623,disgust,fear,0.08449519996065646
2635,disgust,angry,0.07996830006595701
2644,disgust,disgust,0.08852069999556988
2655,disgust,angry,0.08113009994849563
2667,disgust,fear,0.09282720007468015
2677,disgust,angry,0.07717840000987053
2700,disgust,sad,0.06489749997854233
2710,disgust,fear,0.09415280004031956
2722,disgust,neutral,0.0766311000334099
2725,disgust,angry,0.05582169990520924
2727,disgust,sad,0.11166779999621212
2728,disgust,angry,0.08051020000129938
2736,disgust,neutral,0.09562689997255802
2739,disgust,angry,0.084434499964118
2743,disgust,angry,0.10069849994033575
2751,disgust,happy,0.07874869997613132
2770,disgust,neutral,0.08835350000299513
2773,disgust,disgust,0.09425279998686165
2795,disgust,happy,0.08711920003406703
2800,disgust,fear,0.11336560000199825
2802,disgust,neutral,0.09290990000590682
2814,disgust,neutral,0.10555310000199825
2817,disgust,sad,0.12958219996653497
2820,disgust,sad,0.07932220003567636
2846,disgust,sad,0.08678459993097931
2854,disgust,sad,0.07671799999661744
2867,disgust,happy,0.06130709999706596
2869,disgust,happy,0.10968210001010448
286,disgust,fear,0.09427540004253387
2877,disgust,happy,0.08110630000010133
2878,disgust,happy,0.0889545000391081
2880,disgust,happy,0.09519030002411455
2882,disgust,disgust,0.09217720001470298
289,disgust,happy,0.07540460000745952
2910,disgust,neutral,0.053188799996860325
2919,disgust,angry,0.07196169998496771
2923,disgust,fear,0.09917060006409883
2925,disgust,sad,0.07626470003742725
2952,disgust,angry,0.05177929997444153
2954,disgust,angry,0.07426770008169115
295,disgust,fear,0.11620549997314811
2963,disgust,fear,0.0782799000153318
2973,disgust,angry,0.06538650009315461
2979,disgust,neutral,0.08235489996150136
2992,disgust,sad,0.08943980000913143
2993,disgust,angry,0.0889313000952825
3005,disgust,sad,0.08107660000678152
300,disgust,fear,0.0857004999415949
3015,disgust,happy,0.10580409993417561
3021,disgust,sad,0.09014770004432648
3025,disgust,angry,0.07873790001031011
303,disgust,neutral,0.0915544000454247
305,disgust,angry,0.0874321999726817
3074,disgust,angry,0.09071859996765852
307,disgust,neutral,0.09360880008898675
3081,disgust,sad,0.09300350002013147
3094,disgust,sad,0.07925099995918572
309,disgust,sad,0.12358800007496029
3110,disgust,disgust,0.09023530001286417
3119,disgust,disgust,0.08974040008615702
3124,disgust,sad,0.07885900000110269
3126,disgust,angry,0.08788219990674406
314,disgust,surprise,0.07902970002032816
3153,disgust,neutral,0.1200136000989005
3160,disgust,angry,0.09355300001334399
3170,disgust,sad,0.09392040001694113
318,disgust,surprise,0.10342340008355677
3232,disgust,sad,0.10767980001401156
3239,disgust,sad,0.07768340001348406
3242,disgust,sad,0.05612780002411455
3243,disgust,neutral,0.08864610001910478
3248,disgust,happy,0.09432000003289431
3255,disgust,disgust,0.08530849998351187
3263,disgust,neutral,0.09321979992091656
3271,disgust,happy,0.07981030002702028
3272,disgust,sad,0.0905461999354884
3284,disgust,neutral,0.07841059996280819
328,disgust,angry,0.09662010008469224
3311,disgust,neutral,0.07749229995533824
3323,disgust,fear,0.0664585999911651
3334,disgust,happy,0.1091580999782309
3344,disgust,disgust,0.0762449000030756
3355,disgust,neutral,0.06595129997003824
3368,disgust,neutral,0.08884480001870543
3378,disgust,angry,0.0804323999909684
3382,disgust,angry,0.08458589995279908
338,disgust,angry,0.0789822000078857
3393,disgust,fear,0.07687849993817508
3402,disgust,happy,0.0789191999938339
3414,disgust,disgust,0.07081900001503527
3415,disgust,angry,0.08759619994089007
3455,disgust,happy,0.09054420003667474
3458,disgust,neutral,0.0908722000895068
3489,disgust,angry,0.08419540000613779
3497,disgust,neutral,0.07646519993431866
3535,disgust,angry,0.056397899985313416
353,disgust,neutral,0.1165872000856325
3541,disgust,neutral,0.11325170006603003
3551,disgust,happy,0.0907923000631854
3555,disgust,fear,0.08921780006494373
355,disgust,neutral,0.10517219989560544
3567,disgust,sad,0.09742530004587024
3570,disgust,neutral,0.0783244000049308
3576,disgust,angry,0.09040129999630153
3578,disgust,angry,0.08920660009607673
3579,disgust,sad,0.08336559997405857
3587,disgust,neutral,0.12206329999025911
363,disgust,fear,0.08807449997402728
